 %%%%%%%%%%%%%%    DEBUG FILE    %%%%%%%%%%%%%%
   1.0000000000000004E-006   5.5440799664646467E-043
   1.0025360538963760E-006   5.6005277660623257E-043
   1.0050785393621168E-006   5.6575572117639259E-043
   1.0076274732651128E-006   5.7151673935015536E-043
   1.0101828702862876E-006   5.7733641867822246E-043
   1.0127447494237152E-006   5.8321536247232742E-043
   1.0153131248786370E-006   5.8915416907335172E-043
   1.0178880123719302E-006   5.9515344626633626E-043
   1.0204694314198422E-006   6.0121381681856709E-043
   1.0230573970860640E-006   6.0733589934981560E-043
   1.0256519274853048E-006   6.1352032587675847E-043
   1.0282530347258616E-006   6.1976772033862245E-043
   1.0308607415508221E-006   6.2607873855047180E-043
   1.0334750586178486E-006   6.3245401362500112E-043
   1.0360960057304784E-006   6.3889420726260133E-043
   1.0387236027656557E-006   6.4539998812630352E-043
   1.0413578604623338E-006   6.5197200887273201E-043
   1.0439988018534554E-006   6.5861095938175468E-043
   1.0466464377325120E-006   6.6531750564806108E-043
   1.0493007912494199E-006   6.7209235170641922E-043
   1.0519618763543205E-006   6.7893618516629792E-043
   1.0546297038994940E-006   6.8584969236922812E-043
   1.0573043034229431E-006   6.9283361514913332E-043
   1.0599856858793844E-006   6.9988865434083235E-043
   1.0626738684707105E-006   7.0701553412770833E-043
   1.0653688621597073E-006   7.1421496919585266E-043
   1.0680706967851652E-006   7.2148773206849969E-043
   1.0707793834133449E-006   7.2883455259324002E-043
   1.0734949330906528E-006   7.3625616751083865E-043
   1.0762173758834674E-006   7.4375337319070660E-043
   1.0789467229424633E-006   7.5132692198587703E-043
   1.0816829917772410E-006   7.5897759128702459E-043
   1.0844261935466909E-006   7.6670614832261811E-043
   1.0871763586233539E-006   7.7451342239685614E-043
   1.0899334982714502E-006   7.8240019697385865E-043
   1.0926976301788786E-006   7.9036728158686696E-043
   1.0954687656181585E-006   7.9841547520837514E-043
   1.0982469352711111E-006   8.0654564144083023E-043
   1.1010321505166582E-006   8.1475859613163136E-043
   1.1038244227132987E-006   8.2305516291464844E-043
   1.1066237893029002E-006   8.3143625164169728E-043
   1.1094302421731106E-006   8.3990264452979091E-043
   1.1122438123471317E-006   8.4845524945375872E-043
   1.1150645310263960E-006   8.5709498472884236E-043
   1.1178923900366747E-006   8.6582265670600192E-043
   1.1207274206377979E-006   8.7463920128341171E-043
   1.1235696542691883E-006   8.8354556512817056E-043
   1.1264190826942645E-006   8.9254257945587526E-043
   1.1292757507305022E-006   9.0163125161227302E-043
   1.1321396500994948E-006   9.1081242983438827E-043
   1.1350108124594711E-006   9.2008709862937358E-043
   1.1378892696505387E-006   9.2945625387445694E-043
   1.1407750133311478E-006   9.3892076998573585E-043
   1.1436680754009992E-006   9.4848166188173281E-043
   1.1465684879430627E-006   9.5813995611579612E-043
   1.1494762425521566E-006   9.6789655413606436E-043
   1.1523913713713023E-006   9.7775250215455906E-043
   1.1553139067281794E-006   9.8770885843011480E-043
   1.1582438401534980E-006   9.9776655222444963E-043
   1.1611812177309640E-006   1.0079267095897725E-042
   1.1641260309482798E-006   1.0181902787758020E-042
   1.1670783123581161E-006   1.0285583603720129E-042
   1.1700380947001601E-006   1.0390320676297108E-042
   1.1730053693971872E-006   1.0496123780791195E-042
   1.1759801692501623E-006   1.0603004262683454E-042
   1.1789625272484959E-006   1.0710973598232179E-042
   1.1819524347495368E-006   1.0820041864248942E-042
   1.1849499248044383E-006   1.0930220756213376E-042
   1.1879550306542407E-006   1.1041522104560274E-042
   1.1909677435903694E-006   1.1153956297055447E-042
   1.1939881109985343E-006   1.1267535922101086E-042
   1.1970161241259404E-006   1.1382271580011308E-042
   1.2000518164449691E-006   1.1498175574287914E-042
   1.2030952216203060E-006   1.1615260349711911E-042
   1.2061463308323874E-006   1.1733536834211711E-042
   1.2092051778089110E-006   1.1853017710744117E-042
   1.2122717964713366E-006   1.1973715808183760E-042
   1.2153461779328316E-006   1.2095642391684399E-042
   1.2184283561783466E-006   1.2218810535453570E-042
   1.2215183509809111E-006   1.2343232882407565E-042
   1.2246162110511088E-006   1.2468923380246977E-042
   1.2277218985608412E-006   1.2595892589309778E-042
