   mdm                       oh2
   9.9999979138374329E-003   7.5581123629082502E-004
   1.1220179498195648E-002   8.4803291135172648E-004
   1.2589253485202789E-002   9.5150895242377851E-004
   1.4125369489192963E-002   1.0676102018744649E-003
   1.5848919749259949E-002   1.1978779255473930E-003
   1.7782792448997498E-002   1.3440420349920296E-003
   1.9952610135078430E-002   1.5080391072269834E-003
   2.2387206554412842E-002   1.6920484243614605E-003
   2.5118857622146606E-002   1.8985094300739771E-003
   2.8183817863464355E-002   2.1301622739861507E-003
   3.1622767448425293E-002   2.3900815983754105E-003
   3.5481333732604980E-002   2.6817159558466422E-003
   3.9810687303543091E-002   3.0089328578530735E-003
   4.4668346643447876E-002   3.3760795901159883E-003
   5.0118714570999146E-002   3.7880237548781471E-003
   5.6234121322631836E-002   4.2502321044291264E-003
   6.3095688819885254E-002   4.7688358581853482E-003
   7.0794522762298584E-002   5.3507207950327113E-003
   7.9432785511016846E-002   6.0036083327174167E-003
   8.9125037193298340E-002   6.7361568754065035E-003
   9.9999964237213135E-002   7.5580924376102854E-003
  0.11220180988311768        8.4803167347886742E-003
  0.12589251995086670        9.5150693217004624E-003
  0.14125370979309082        1.0676076199004866E-002
  0.15848922729492188        1.1978743445754735E-002
  0.17782783508300781        1.3440359828119379E-002
  0.19952619075775146        1.5080321885555543E-002
  0.22387206554412842        1.6920376969479629E-002
  0.25118851661682129        1.8984938266965647E-002
  0.28183817863464355        2.1301408699553499E-002
  0.31622767448425293        2.3900513643203648E-002
  0.35481333732604980        2.6816732490407225E-002
  0.39810705184936523        3.0088738842760674E-002
  0.44668364524841309        3.3759957298807000E-002
  0.50118684768676758        3.7879011373535963E-002
  0.56234121322631836        4.2500620835258171E-002
  0.63095712661743164        4.7685974979198124E-002
  0.70794534683227539        5.3503824557342351E-002
  0.79432773590087891        6.0031282381670818E-002
  0.89125061035156250        6.7354817913442486E-002
   1.0000000000000000        7.5571390001368727E-002
   1.1220178604125977        8.4789643269391091E-002
   1.2589244842529297        9.5131560949211491E-002
   1.4125375747680664       0.10673384859741129     
   1.5848922729492188       0.11974936613384453     
   1.7782783508300781       0.13434982309894652     
   1.9952621459960938       0.15072727331953728     
   2.2387199401855469       0.16909640718803942     
   2.5118846893310547       0.18969775676646553     
   2.8183822631835938       0.21279997385117075     
   3.1622772216796875       0.23870263852031370     
   3.5481319427490234       0.26773980491274929     
   3.9810695648193359       0.30028345377425153     
   4.4668312072753906       0.33674597189962080     
   5.0118713378906250       0.37758474022984301     
   5.6234130859375000       0.42330262080759362     
   6.3095703125000000       0.47445191530738090     
   7.0794563293457031       0.53163512354333542     
   7.9432792663574219       0.59550155429914586     
   8.9125061035156250       0.66674460840871086     
   10.000000000000000       0.74609059639870412     
   11.220184326171875       0.83428035036965742     
   12.589248657226562       0.93204042440863077     
   14.125373840332031        1.0400362221113921     
   15.848922729492188        1.1587937637029924     
   17.782775878906250        1.2885893571520528     
   19.952621459960938        1.4292710725554356     
   22.387207031250000        1.5799786595822138     
   25.118865966796875        1.7387252257141845     
   28.183822631835938        1.9017070028991823     
   31.622772216796875        2.0621914419018141     
   35.481323242187500        2.2085881817902022     
   39.810729980468750        2.3209107564203877     
   44.668365478515625        2.3634561526453886     
   50.118713378906250        2.2666087171099103     
   56.234130859375000        1.8612923858168826     
   63.095703125000000        1.5369689311015317E-003
   70.794555664062500        1.7219376082752823E-003
   79.432739257812500        1.9284347283384010E-003
   89.125061035156250        2.1584250954283465E-003
   100.00000000000000        2.4142847060852884E-003
   112.20184326171875        2.6984474460719650E-003
   125.89251708984375        3.0131508555360734E-003
   141.25366210937500        3.3602623505433775E-003
   158.48925781250000        3.7421207449964905E-003
   177.82788085937500        4.3361156353083274E-003
   199.52624511718750        5.6350561800144134E-003
   223.87207031250000        7.2485334827887505E-003
   251.18859863281250        9.1658701657490113E-003
   281.83813476562500        1.1414186230803151E-002
   316.22753906250000        1.4054657952762511E-002
   354.81347656250000        1.7023064990266484E-002
   398.10717773437500        2.0151745324876503E-002
   446.68359375000000        2.3443316671489339E-002
   501.18701171875000        2.6718543017550514E-002
   562.34082031250000        2.9840363454675268E-002
   630.95703125000000        3.2672718854088303E-002
   707.94580078125000        3.5136085354872282E-002
   794.32812500000000        3.7231687662142188E-002
   891.25097656250000        3.9044583847090718E-002
   999.99951171875000        4.0718899910840080E-002
