 # Created from halo with tag mwnfwdef
 0.1465454140E-02 0.3209456099E+04
 0.1549918988E-02 0.3034526992E+04
 0.1639252163E-02 0.2869130874E+04
 0.1733734263E-02 0.2712748233E+04
 0.1833662058E-02 0.2564887867E+04
 0.1939349423E-02 0.2425085344E+04
 0.2051128325E-02 0.2292901542E+04
 0.2169349862E-02 0.2167921268E+04
 0.2294385373E-02 0.2049751957E+04
 0.2426627595E-02 0.1938022436E+04
 0.2566491904E-02 0.1832381761E+04
 0.2714417617E-02 0.1732498113E+04
 0.2870869371E-02 0.1638057754E+04
 0.3036338585E-02 0.1548764046E+04
 0.3211345001E-02 0.1464336515E+04
 0.3396438318E-02 0.1384509973E+04
 0.3592199917E-02 0.1309033682E+04
 0.3799244690E-02 0.1237670571E+04
 0.4018222968E-02 0.1170196486E+04
 0.4249822568E-02 0.1106399490E+04
 0.4494770948E-02 0.1046079195E+04
 0.4753837495E-02 0.9890461331E+03
 0.5027835944E-02 0.9351211635E+03
 0.5317626929E-02 0.8841349062E+03
 0.5624120689E-02 0.8359272123E+03
 0.5948279928E-02 0.7903466605E+03
 0.6291122836E-02 0.7472500814E+03
 0.6653726291E-02 0.7065021077E+03
 0.7037229236E-02 0.6679747491E+03
 0.7442836263E-02 0.6315469905E+03
 0.7871821392E-02 0.5971044115E+03
 0.8325532074E-02 0.5645388273E+03
 0.8805393423E-02 0.5337479487E+03
 0.9312912694E-02 0.5046350608E+03
 0.9849684015E-02 0.4771087196E+03
 0.1041739340E-01 0.4510824643E+03
 0.1101782402E-01 0.4264745457E+03
 0.1165286186E-01 0.4032076700E+03
 0.1232450158E-01 0.3812087554E+03
 0.1303485281E-01 0.3604087029E+03
 0.1378614678E-01 0.3407421791E+03
 0.1458074332E-01 0.3221474110E+03
 0.1542113828E-01 0.3045659920E+03
 0.1630997135E-01 0.2879426986E+03
 0.1725003437E-01 0.2722253167E+03
 0.1824428011E-01 0.2573644776E+03
 0.1929583150E-01 0.2433135032E+03
 0.2040799150E-01 0.2300282590E+03
 0.2158425342E-01 0.2174670158E+03
 0.2282831192E-01 0.2055903186E+03
 0.2414407462E-01 0.1943608622E+03
 0.2553567435E-01 0.1837433749E+03
 0.2700748216E-01 0.1737045067E+03
 0.2856412103E-01 0.1642127256E+03
 0.3021048039E-01 0.1552382174E+03
 0.3195173149E-01 0.1467527933E+03
 0.3379334364E-01 0.1387298002E+03
 0.3574110137E-01 0.1311440377E+03
 0.3780112263E-01 0.1239716789E+03
 0.3997987800E-01 0.1171901952E+03
 0.4228421099E-01 0.1107782858E+03
 0.4472135955E-01 0.1047158107E+03
 0.4729897882E-01 0.9898372770E+02
 0.5002516516E-01 0.9356403208E+02
 0.5290848157E-01 0.8843970048E+02
 0.5595798460E-01 0.8359463727E+02
 0.5918325282E-01 0.7901362401E+02
 0.6259441685E-01 0.7468227162E+02
 0.6620219123E-01 0.7058697523E+02
 0.7001790805E-01 0.6671487142E+02
 0.7405355256E-01 0.6305379782E+02
 0.7832180080E-01 0.5959225491E+02
 0.8283605943E-01 0.5631936990E+02
 0.8761050782E-01 0.5322486258E+02
 0.9266014262E-01 0.5029901301E+02
 0.9800082483E-01 0.4753263102E+02
 0.1036493296E+00 0.4491702733E+02
 0.1096233991E+00 0.4244398625E+02
 0.1159417980E+00 0.4010573988E+02
 0.1226243724E+00 0.3789494370E+02
 0.1296921125E+00 0.3580465353E+02
 0.1371672181E+00 0.3382830368E+02
 0.1450731689E+00 0.3195968636E+02
 0.1534347974E+00 0.3019293214E+02
 0.1622783678E+00 0.2852249158E+02
 0.1716316578E+00 0.2694311772E+02
 0.1815240465E+00 0.2544984964E+02
 0.1919866059E+00 0.2403799689E+02
 0.2030521991E+00 0.2270312473E+02
 0.2147555835E+00 0.2144104020E+02
 0.2271335196E+00 0.2024777896E+02
 0.2402248868E+00 0.1911959285E+02
 0.2540708053E+00 0.1805293808E+02
 0.2687147653E+00 0.1704446412E+02
 0.2842027640E+00 0.1609100318E+02
 0.3005834494E+00 0.1518956024E+02
 0.3179082736E+00 0.1433730364E+02
 0.3362316542E+00 0.1353155622E+02
 0.3556111454E+00 0.1276978686E+02
 0.3761076185E+00 0.1204960255E+02
 0.3977854533E+00 0.1136874088E+02
 0.4207127404E+00 0.1072506291E+02
 0.4449614949E+00 0.1011654645E+02
 0.4706078826E+00 0.9541279725E+01
 0.4977324593E+00 0.8997455344E+01
 0.5264204239E+00 0.8483364628E+01
 0.5567618858E+00 0.7997392231E+01
 0.5888521483E+00 0.7538011068E+01
 0.6227920075E+00 0.7103777504E+01
 0.6586880692E+00 0.6693326817E+01
 0.6966530836E+00 0.6305368901E+01
 0.7368062997E+00 0.5938684206E+01
 0.7792738396E+00 0.5592119898E+01
 0.8241890945E+00 0.5264586226E+01
 0.8716931444E+00 0.4955053087E+01
 0.9219352003E+00 0.4662546778E+01
 0.9750730737E+00 0.4386146928E+01
 0.1031273672E+01 0.4124983584E+01
 0.1090713521E+01 0.3878234470E+01
 0.1153579325E+01 0.3645122381E+01
 0.1220068544E+01 0.3424912726E+01
 0.1290390024E+01 0.3216911198E+01
 0.1364764646E+01 0.3020461572E+01
 0.1443426021E+01 0.2834943620E+01
 0.1526621228E+01 0.2659771138E+01
 0.1614611582E+01 0.2494390074E+01
 0.1707673465E+01 0.2338276763E+01
 0.1806099186E+01 0.2190936251E+01
 0.1910197901E+01 0.2051900703E+01
 0.2020296587E+01 0.1920727905E+01
 0.2136741066E+01 0.1796999835E+01
 0.2259897093E+01 0.1680321315E+01
 0.2390151503E+01 0.1570318726E+01
 0.2527913428E+01 0.1466638802E+01
 0.2673615581E+01 0.1368947468E+01
 0.2827715615E+01 0.1276928756E+01
 0.2990697562E+01 0.1190283767E+01
 0.3163073352E+01 0.1108729686E+01
 0.3345384420E+01 0.1031998854E+01
 0.3538203410E+01 0.9598378782E+00
 0.3742135969E+01 0.8920068006E+00
 0.3957822654E+01 0.8282782989E+00
 0.4185940941E+01 0.7684369359E+00
 0.4427207355E+01 0.7122784469E+00
 0.4682379718E+01 0.6596090655E+00
 0.4952259532E+01 0.6102448878E+00
 0.5237694495E+01 0.5640112717E+00
 0.5539581164E+01 0.5207422712E+00
 0.5858867772E+01 0.4802801051E+00
 0.6196557203E+01 0.4424746582E+00
 0.6553710148E+01 0.4071830151E+00
 0.6931448432E+01 0.3742690245E+00
 0.7330958537E+01 0.3436028952E+00
 0.7753495333E+01 0.3150608213E+00
 0.8200386018E+01 0.2885246359E+00
 0.8673034284E+01 0.2638814934E+00
 0.9172924729E+01 0.2410235793E+00
 0.9701627519E+01 0.2198478451E+00
 0.1026080332E+02 0.2002557687E+00
 0.1085220852E+02 0.1821531386E+00
 0.1147770072E+02 0.1654498600E+00
 0.1213924462E+02 0.1500597819E+00
 0.1283891814E+02 0.1359005432E+00
 0.1357891896E+02 0.1228934361E+00
 0.1436157144E+02 0.1109632855E+00
 0.1518933392E+02 0.1000383412E+00
 0.1606480641E+02 0.9005018255E-01
 0.1699073878E+02 0.8093363215E-01
 0.1797003941E+02 0.7262667788E-01
 0.1900578431E+02 0.6507040028E-01
 0.2010122676E+02 0.5820890428E-01
 0.2125980759E+02 0.5198925310E-01
 0.2248516590E+02 0.4636140311E-01
 0.2378115058E+02 0.4127813813E-01
 0.2515183235E+02 0.3669500201E-01
 0.2660151654E+02 0.3257022871E-01
 0.2813475663E+02 0.2886466894E-01
 0.2975636858E+02 0.2554171310E-01
 0.3147144589E+02 0.2256721008E-01
 0.3328537566E+02 0.1990938192E-01
 0.3520385548E+02 0.1753873453E-01
 0.3723291133E+02 0.1542796453E-01
 0.3937891653E+02 0.1355186304E-01
 0.4164861170E+02 0.1188721652E-01
 0.4404912603E+02 0.1041270566E-01
 0.4658799956E+02 0.9108802920E-02
 0.4927320696E+02 0.7957669319E-02
 0.5211318251E+02 0.6943051453E-02
 0.5511684664E+02 0.6050179298E-02
 0.5829363392E+02 0.5265665574E-02
 0.6165352270E+02 0.4577407288E-02
 0.6520706647E+02 0.3974490056E-02
 0.6896542697E+02 0.3447095698E-02
 0.7294040929E+02 0.2986413548E-02
 0.7714449893E+02 0.2584555823E-02
 0.8159090104E+02 0.2234477319E-02
 0.8629358184E+02 0.1929899638E-02
 0.9126731255E+02 0.1665240039E-02
 0.9652771577E+02 0.1435544993E-02
 0.1020913145E+03 0.1236428392E-02
 0.1079755842E+03 0.1064014387E-02
 0.1141990074E+03 0.9148847068E-03
 0.1207811320E+03 0.7860303267E-03
 0.1277426327E+03 0.6748073040E-03
 0.1351053756E+03 0.5788965695E-03
 0.1428924872E+03 0.4962674596E-03
 0.1511284271E+03 0.4251447541E-03
 0.1598390645E+03 0.3639789819E-03
 0.1690517597E+03 0.3114197563E-03
 0.1787954499E+03 0.2662919036E-03
 0.1891007403E+03 0.2275741528E-03
 0.2000000000E+03 0.1943801653E-03
