     x         <sv>
3.0076082E-04		7.7885751E-28
3.0152356E-04		7.8281296E-28
3.0228824E-04		7.8678851E-28
3.0305486E-04		7.9078424E-28
3.0382342E-04		7.9480027E-28
3.0459394E-04		7.9883669E-28
3.0536640E-04		8.0289362E-28
3.0614083E-04		8.0697114E-28
3.0691722E-04		8.1106937E-28
3.0769558E-04		8.1518842E-28
3.0847591E-04		8.1932839E-28
3.0925822E-04		8.2348938E-28
3.1004252E-04		8.2767150E-28
3.1082880E-04		8.3187486E-28
3.1161708E-04		8.3609956E-28
3.1240736E-04		8.4034573E-28
3.1319964E-04		8.4461346E-28
3.1399393E-04		8.4890286E-28
3.1479024E-04		8.5321404E-28
3.1558856E-04		8.5754712E-28
3.1638891E-04		8.6190221E-28
3.1719129E-04		8.6627941E-28
3.1799571E-04		8.7067884E-28
3.1880216E-04		8.7510062E-28
3.1961066E-04		8.7954485E-28
3.2042121E-04		8.8401165E-28
3.2123381E-04		8.8850113E-28
3.2204848E-04		8.9301342E-28
3.2286521E-04		8.9754862E-28
3.2368402E-04		9.0210686E-28
3.2450490E-04		9.0668824E-28
3.2532786E-04		9.1129289E-28
3.2615291E-04		9.1592092E-28
3.2698005E-04		9.2057246E-28
3.2780929E-04		9.2524762E-28
3.2864063E-04		9.2994653E-28
3.2947408E-04		9.3466930E-28
3.3030964E-04		9.3941605E-28
3.3114733E-04		9.4418691E-28
3.3198714E-04		9.4898200E-28
3.3282907E-04		9.5380144E-28
3.3367314E-04		9.5864535E-28
3.3451936E-04		9.6351387E-28
3.3536772E-04		9.6840711E-28
3.3621823E-04		9.7332520E-28
3.3707090E-04		9.7826827E-28
3.3792573E-04		9.8323644E-28
3.3878272E-04		9.8822984E-28
3.3964189E-04		9.9324861E-28
3.4050324E-04		9.9829286E-28
3.4136678E-04		1.0033627E-27
3.4223250E-04		1.0084583E-27
3.4310042E-04		1.0135798E-27
3.4397055E-04		1.0187273E-27
3.4484287E-04		1.0239010E-27
3.4571741E-04		1.0291009E-27
3.4659417E-04		1.0343272E-27
3.4747315E-04		1.0395801E-27
3.4835436E-04		1.0448596E-27
3.4923781E-04		1.0501660E-27
3.5012349E-04		1.0554993E-27
3.5101143E-04		1.0608597E-27
3.5190161E-04		1.0662473E-27
3.5279405E-04		1.0716623E-27
3.5368876E-04		1.0771048E-27
3.5458573E-04		1.0825749E-27
3.5548498E-04		1.0880728E-27
3.5638651E-04		1.0935986E-27
3.5729032E-04		1.0991525E-27
3.5819643E-04		1.1047346E-27
3.5910484E-04		1.1103450E-27
3.6001555E-04		1.1159839E-27
3.6092856E-04		1.1216515E-27
3.6184390E-04		1.1273478E-27
3.6276155E-04		1.1330731E-27
3.6368154E-04		1.1388275E-27
3.6460385E-04		1.1446110E-27
3.6552851E-04		1.1504240E-27
3.6645551E-04		1.1562665E-27
3.6738486E-04		1.1621386E-27
3.6831657E-04		1.1680406E-27
3.6925064E-04		1.1739725E-27
3.7018708E-04		1.1799346E-27
3.7112589E-04		1.1859269E-27
3.7206709E-04		1.1919497E-27
3.7301067E-04		1.1980030E-27
3.7395664E-04		1.2040871E-27
3.7490502E-04		1.2102021E-27
3.7585580E-04		1.2163482E-27
3.7680899E-04		1.2225255E-27
3.7776460E-04		1.2287341E-27
3.7872263E-04		1.2349743E-27
3.7968309E-04		1.2412461E-27
3.8064599E-04		1.2475499E-27
3.8161133E-04		1.2538856E-27
3.8257911E-04		1.2602535E-27
3.8354935E-04		1.2666537E-27
3.8452206E-04		1.2730865E-27
3.8549722E-04		1.2795519E-27
3.8647487E-04		1.2860501E-27
3.8745499E-04		1.2925814E-27
3.8843759E-04		1.2991458E-27
3.8942269E-04		1.3057436E-27
3.9041029E-04		1.3123748E-27
3.9140039E-04		1.3190398E-27
3.9239300E-04		1.3257386E-27
3.9338813E-04		1.3324714E-27
3.9438579E-04		1.3392384E-27
3.9538597E-04		1.3460398E-27
3.9638869E-04		1.3528757E-27
3.9739395E-04		1.3597463E-27
3.9840177E-04		1.3666518E-27
3.9941213E-04		1.3735924E-27
4.0042506E-04		1.3805683E-27
4.0144056E-04		1.3875795E-27
4.0245864E-04		1.3946264E-27
4.0347930E-04		1.4017091E-27
4.0450254E-04		1.4088277E-27
4.0552838E-04		1.4159825E-27
4.0655682E-04		1.4231736E-27
4.0758787E-04		1.4304012E-27
4.0862154E-04		1.4376656E-27
4.0965782E-04		1.4449668E-27
4.1069674E-04		1.4523051E-27
4.1173829E-04		1.4596807E-27
4.1278248E-04		1.4670937E-27
4.1382932E-04		1.4745444E-27
4.1487881E-04		1.4820330E-27
4.1593097E-04		1.4895595E-27
4.1698579E-04		1.4971243E-27
4.1804329E-04		1.5047275E-27
4.1910347E-04		1.5123693E-27
4.2016634E-04		1.5200499E-27
4.2123190E-04		1.5277696E-27
4.2230017E-04		1.5355284E-27
4.2337114E-04		1.5433266E-27
4.2444484E-04		1.5511645E-27
4.2552125E-04		1.5590421E-27
4.2660040E-04		1.5669598E-27
4.2768228E-04		1.5749176E-27
4.2876690E-04		1.5829159E-27
4.2985428E-04		1.5909548E-27
4.3094441E-04		1.5990345E-27
