 %%%%%%%%%%%%%%    DEBUG FILE    %%%%%%%%%%%%%%
   3.0000000000000008E-004   1.2589373234705847E-043
   3.8647486331997230E-004   3.4673923108993937E-043
   4.9787606659397032E-004   9.5499519687364645E-043
   6.4138861595730015E-004   2.6302578897352072E-042
   8.2626859229027825E-004   7.2442560597109726E-042
   1.0644401877879428E-003   1.9952010654793299E-041
   1.3712645222654018E-003   5.4950944787652344E-041
   1.7665309794013596E-003   1.5134120141417116E-040
   2.2757326220178595E-003   4.1680083259573478E-040
   2.9317119284264178E-003   1.1478468010450259E-039
   3.7767763779267679E-003   3.1609189965906005E-039
   4.8654302186237576E-003   8.7036814966343440E-039
   6.2678879667458663E-003   2.3962433181525122E-038
   8.0746034365672750E-003   6.5957423575419325E-038
   1.0402105670615750E-002   1.8148920771345585E-037
   1.3400509787593559E-002   4.9913192549392445E-037
   1.7263196556387597E-002   1.3716464110980120E-036
   2.2239308246262968E-002   3.7649838993098713E-036
   2.8649782770925832E-002   1.0316431414848880E-035
   3.6908060895578555E-002   2.8195645560549505E-035
   4.7546799362885438E-002   7.6773424380122459E-035
   6.1252128168178863E-002   2.0792061684122854E-034
   7.8908037374324058E-002   5.5879718308026817E-034
  0.10165325758432089        1.4857383986920993E-033
  0.13095473187892551        3.8921485525294165E-033
  0.16870239755710470        9.9931751493260073E-033
  0.21733073552607993        2.4979909384694462E-032
  0.27997636632116324        6.0298792664038406E-032
  0.36067934127552109        1.3920516208821203E-031
  0.46464488746781207        3.0399134129259972E-031
  0.59857887522463571        6.2058351903754896E-031
  0.77111878139674528        1.1705734942151995E-030
  0.99339318448157521        2.0198216122422855E-030
   1.2797389814474038        3.1687551621556232E-030
   1.6486227709076662        4.5214276187224680E-030
   2.1238370325183196        5.9181568293455623E-030
   2.7360335094041277        7.2175076777440822E-030
   3.5246930905147589        8.3481929876044141E-030
   4.5406831969057819        9.2987916113641263E-030
   5.8495316798352555        1.0106901878262805E-029
   7.5356604321816079        1.0857253083638160E-029
   9.7078088285404771        1.1595576569494977E-029
   12.506077350436698        1.2212657552362884E-029
   16.110956809818056        1.2550188758611360E-029
   20.754927874225739        1.2659569184488731E-029
   26.737520070924781        1.2779606824425353E-029
   34.444615925014304        1.3020846904958670E-029
   44.373250305247005        1.3210542528748917E-029
   57.163806004937548        1.3321121513621106E-029
   73.641285258659295        1.3405864859810095E-029
   94.868329805051317        1.3474416569388842E-029
   122.21405382032900        1.3522527770423105E-029
   157.44216201435628        1.3563639840048643E-029
   202.82474564010894        1.3595419268484565E-029
   261.28921899467389        1.3617494675911051E-029
   336.60563792477041        1.3634816259804554E-029
   433.63195740981257        1.3648865339898956E-029
   558.62603979643006        1.3660816934817500E-029
   719.64957149991892        1.3669791479183718E-029
   927.08801392205783        1.3676649861777182E-029
   1194.3222328839663        1.3681990658001557E-029
   1538.5847094435194        1.3686302877544660E-029
   1982.0805834093374        1.3689648345976722E-029
   2553.4138062175493        1.3692246304875148E-029
   3289.4333965814817        1.3694274613512909E-029
   4237.6100748723420        1.3695848775171905E-029
   5459.1062021201269        1.3697070534733021E-029
   7032.6894187745629        1.3698018803932270E-029
   9059.8568025175682        1.3698754827826527E-029
   11671.353645022200        1.3699326123650740E-029
   15035.612468987403        1.3699769565886116E-029
   19369.616343858001        1.3700113771968515E-029
   24952.931215274217        1.3700380953445429E-029
   32145.594686711971        1.3700588345629155E-029
   41411.537941074930        1.3700749330065299E-029
   53348.382301167665        1.3700874291684690E-029
   68726.012982208355        1.3700971291795328E-029
   88536.234027986793        1.3701046587254100E-029
   114056.73624465418        1.3701105034136817E-029
   146933.72566741603        1.3701150403584253E-029
   189287.26049715828        1.3701185622055719E-029
   243849.16957471869        1.3701212959030585E-029
   314138.50750496128        1.3701234179928179E-029
   404688.69370993070        1.3701250651233929E-029
   521339.90231701900        1.3701263438745225E-029
   671616.74714426545        1.3701273364784990E-029
   865209.76442607562        1.3701281070731721E-029
   1114605.8219084674        1.3701287047081838E-029
   1435890.1035477079        1.3701291689924917E-029
   1849784.3353590255        1.3701295292677957E-029
   2382983.2651436841        1.3701298099603954E-029
   3069881.0160550815        1.3701300267610867E-029
   3954771.8874058281        1.3701301946917521E-029
   5094731.8803625209        1.3701303267401141E-029
   6563284.4755070088        1.3701304274526054E-029
   8455146.2408589013        1.3701305053287115E-029
   10892335.723233776        1.3701305660342261E-029
   14032064.406980911        1.3701306135093896E-029
   18076796.315157428        1.3701306490803859E-029
   23287419.123954460        1.3701306755171297E-029
   29999999.999999948        1.3701307045788169E-029
