# Thermal sigma v for some different final states
# The final states are:
# Case 1: PDG = 12
# Case 2: PDG = 15
# Case 3: PDG =  6
# Case 4: PDG = 24
#  i     Mass [GeV]      sigvmid_1     sigvperr_1     sigvmerr_1      sigvmid_2     sigvperr_2     sigvmerr_2      sigvmid_3     sigvperr_3     sigvmerr_3      sigvmid_4     sigvperr_4     sigvmerr_4, sigv in units of cm^3/s^1
  97   0.621108E+02   0.149485E-24   0.394967E-26  -0.374778E-26   0.149498E-24   0.395014E-26  -0.374798E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.190800E-19   0.778763E-21  -0.736179E-21
  98   0.633530E+02   0.149688E-24   0.392792E-26  -0.375389E-26   0.149688E-24   0.392916E-26  -0.375275E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.619408E-20   0.245176E-21  -0.230527E-21
  99   0.646201E+02   0.149861E-24   0.395634E-26  -0.376031E-26   0.149871E-24   0.393395E-26  -0.375733E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.206517E-20   0.793272E-22  -0.741653E-22
 100   0.659125E+02   0.150064E-24   0.393889E-26  -0.376230E-26   0.150041E-24   0.396159E-26  -0.373771E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.707434E-21   0.260999E-22  -0.247124E-22
 101   0.672308E+02   0.150238E-24   0.396956E-26  -0.376666E-26   0.150251E-24   0.394393E-26  -0.376686E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.249076E-21   0.887416E-23  -0.842036E-23
 102   0.685754E+02   0.150442E-24   0.395673E-26  -0.376240E-26   0.150426E-24   0.397176E-26  -0.374731E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.902225E-22   0.311109E-23  -0.294424E-23
 103   0.699469E+02   0.150645E-24   0.395414E-26  -0.377687E-26   0.150622E-24   0.397693E-26  -0.375219E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.336683E-22   0.111979E-23  -0.106999E-23
 104   0.713458E+02   0.150849E-24   0.395840E-26  -0.378302E-26   0.150824E-24   0.398229E-26  -0.375724E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.129661E-22   0.416015E-24  -0.397728E-24
 105   0.727727E+02   0.151039E-24   0.396502E-26  -0.378621E-26   0.151041E-24   0.396467E-26  -0.378666E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.517012E-23   0.160460E-24  -0.152381E-24
 106   0.742282E+02   0.151229E-24   0.399378E-26  -0.376653E-26   0.151229E-24   0.399296E-26  -0.376731E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.214527E-23   0.639961E-25  -0.613237E-25
 107   0.757127E+02   0.151433E-24   0.399810E-26  -0.377267E-26   0.151432E-24   0.399834E-26  -0.377238E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.934028E-24   0.269807E-25  -0.255727E-25
 108   0.772270E+02   0.151668E-24   0.397987E-26  -0.380354E-26   0.151643E-24   0.400389E-26  -0.377762E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.434198E-24   0.121520E-25  -0.114587E-25
 109   0.787715E+02   0.151873E-24   0.398636E-26  -0.380764E-26   0.151849E-24   0.400934E-26  -0.378277E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.224434E-24   0.604240E-26  -0.573952E-26
 110   0.803470E+02   0.152068E-24   0.400937E-26  -0.379371E-26   0.152087E-24   0.399213E-26  -0.381289E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.152108E-24   0.399253E-26  -0.381354E-26
 111   0.819539E+02   0.152290E-24   0.402294E-26  -0.381889E-26   0.152302E-24   0.399777E-26  -0.381828E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.152284E-24   0.402363E-26  -0.381796E-26
 112   0.835930E+02   0.152505E-24   0.402958E-26  -0.382335E-26   0.152492E-24   0.402631E-26  -0.379879E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.152491E-24   0.402601E-26  -0.379900E-26
 113   0.852649E+02   0.152722E-24   0.403532E-26  -0.382879E-26   0.152735E-24   0.400913E-26  -0.382913E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.152726E-24   0.400766E-26  -0.383010E-26
 114   0.869701E+02   0.152960E-24   0.402703E-26  -0.384863E-26   0.152933E-24   0.403796E-26  -0.380978E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.152933E-24   0.403880E-26  -0.380898E-26
 115   0.887096E+02   0.153166E-24   0.402045E-26  -0.383994E-26   0.153168E-24   0.402050E-26  -0.383998E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.153170E-24   0.402040E-26  -0.384016E-26
 116   0.904837E+02   0.153405E-24   0.401209E-26  -0.385983E-26   0.153393E-24   0.402639E-26  -0.384562E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.153377E-24   0.404720E-26  -0.382320E-26
 117   0.922934E+02   0.153608E-24   0.403006E-26  -0.382565E-26   0.153607E-24   0.403003E-26  -0.382563E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.153614E-24   0.402873E-26  -0.385448E-26
 118   0.941393E+02   0.153847E-24   0.402177E-26  -0.384547E-26   0.153858E-24   0.403176E-26  -0.386379E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.153852E-24   0.403496E-26  -0.386045E-26
 119   0.960221E+02   0.154085E-24   0.402988E-26  -0.387694E-26   0.154073E-24   0.404424E-26  -0.386266E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.154060E-24   0.404180E-26  -0.383706E-26
