   T [GeV]                  dY/dlog(T)
   1.0000000000000000        0.0000000000000000     
   1.0023052381875188        0.0000000000000000     
   1.0046157904981385        0.0000000000000000     
   1.0069316689122649        0.0000000000000000     
   1.0092528865182000        0.0000000000000000     
   1.0115794539995848        0.0000000000000000     
   1.0139113858584392        0.0000000000000000     
   1.0162486933762918        0.0000000000000000     
   1.0185913889453186        0.0000000000000000     
   1.0209394827969092        0.0000000000000000     
   1.0232929917540980        0.0000000000000000     
   1.0256519261106423        0.0000000000000000     
   1.0280162983733807        0.0000000000000000     
   1.0303861210779841        0.0000000000000000     
   1.0327614067890205        0.0000000000000000     
   1.0351421658802122        0.0000000000000000     
   1.0375284176335533        0.0000000000000000     
   1.0399201680412751        0.0000000000000000     
   1.0423174275336202        0.0000000000000000     
   1.0447202177511306        0.0000000000000000     
   1.0471285469730527        0.0000000000000000     
   1.0495424279681123        0.0000000000000000     
   1.0519618735344705        0.0000000000000000     
   1.0543868964997907        0.0000000000000000     
   1.0568175097213077        0.0000000000000000     
   1.0592537260858954        0.0000000000000000     
   1.0616955585101340        0.0000000000000000     
   1.0641430199403807        0.0000000000000000     
   1.0665961233528365        0.0000000000000000     
   1.0690548771685473        0.0000000000000000     
   1.0715193035831767        0.0000000000000000     
   1.0739894110883497        0.0000000000000000     
   1.0764652173971849        0.0000000000000000     
   1.0789467217855895        0.0000000000000000     
   1.0814339558989936        0.0000000000000000     
   1.0839269143931118        0.0000000000000000     
   1.0864256197403035        0.0000000000000000     
   1.0889300945290330        0.0000000000000000     
   1.0914403333779699        0.0000000000000000     
   1.0939563682989810        0.0000000000000000     
   1.0964781938858965        0.0000000000000000     
   1.0990058422983442        0.0000000000000000     
   1.1015393081052001        0.0000000000000000     
   1.1040786236145339        0.0000000000000000     
   1.1066237833701531        0.0000000000000000     
   1.1091748198292541        0.0000000000000000     
   1.1117317275104603        0.0000000000000000     
   1.1142945294625906        0.0000000000000000     
   1.1168632488535466        0.0000000000000000     
   1.1194378801639562        0.0000000000000000     
   1.1220184562268529        0.0000000000000000     
   1.1246049714973880        0.0000000000000000     
   1.1271974589601454        0.0000000000000000     
   1.1297959130446829        0.0000000000000000     
   1.1324003668878335        0.0000000000000000     
   1.1350108148934437        0.0000000000000000     
   1.1376272903512992        0.0000000000000000     
   1.1402497876394153        0.0000000000000000     
   1.1428783303978578        0.0000000000000000     
   1.1455129423888295        0.0000000000000000     
   1.1481536179513760        0.0000000000000000     
   1.1508003907607611        0.0000000000000000     
   1.1534532551299002        0.0000000000000000     
   1.1561122448894949        0.0000000000000000     
   1.1587773642659687        0.0000000000000000     
   1.1614486074642330        0.0000000000000000     
   1.1641260284518700        0.0000000000000000     
   1.1668096215448409        0.0000000000000000     
   1.1694994009713466        0.0000000000000000     
   1.1721953608826778        0.0000000000000000     
   1.1748975557457721        0.0000000000000000     
   1.1776059798239975        0.0000000000000000     
   1.1803206272281026        0.0000000000000000     
   1.1830415528025719        0.0000000000000000     
   1.1857687507710089        0.0000000000000000     
   1.1885022355928041        0.0000000000000000     
   1.1912420013242138        0.0000000000000000     
   1.1939881033171929        0.0000000000000000     
   1.1967405357418957        0.0000000000000000     
   1.1994993131915039        0.0000000000000000     
   1.2022644296672778        0.0000000000000000     
   1.2050359410333369        0.0000000000000000     
   1.2078138414058930        0.0000000000000000     
   1.2105981247446247        0.0000000000000000     
   1.2133888473008831        0.0000000000000000     
   1.2161860031500955        0.0000000000000000     
   1.2189896071225637        0.0000000000000000     
   1.2217996531220763        0.0000000000000000     
   1.2246161979204715        0.0000000000000000     
   1.2274392355383572        0.0000000000000000     
   1.2302687809432586        0.0000000000000000     
   1.2331048279825563        0.0000000000000000     
   1.2359474339533925        0.0000000000000000     
   1.2387965928210480        0.0000000000000000     
   1.2416522983902558        0.0000000000000000     
   1.2445146083553227        0.0000000000000000     
   1.2473835166396992        0.0000000000000000     
   1.2502590384541126        0.0000000000000000     
   1.2531411675459720        0.0000000000000000     
   1.2560299621434230        0.0000000000000000     
   1.2589254161136902        0.0000000000000000     
   1.2618275448082450        0.0000000000000000     
   1.2647363419166411        0.0000000000000000     
   1.2676518662058027        0.0000000000000000     
   1.2705741114862090        0.0000000000000000     
   1.2735030714036719        0.0000000000000000     
   1.2764388051324684        0.0000000000000000     
   1.2793813064401738        0.0000000000000000     
   1.2823305909277001        0.0000000000000000     
   1.2852866521820654        0.0000000000000000     
   1.2882495499250788        0.0000000000000000     
   1.2912192778666483        0.0000000000000000     
   1.2941958517520393        0.0000000000000000     
   1.2971792651089307        0.0000000000000000     
   1.3001695782117317        0.0000000000000000     
   1.3031667847121482        0.0000000000000000     
   1.3061708780929948        0.0000000000000000     
   1.3091819190464828        0.0000000000000000     
   1.3121999011803140        0.0000000000000000     
   1.3152248404955937        0.0000000000000000     
   1.3182567304148345        0.0000000000000000     
   1.3212956321918252        0.0000000000000000     
   1.3243415393751203        0.0000000000000000     
   1.3273944681138823        0.0000000000000000     
   1.3304544117697623        0.0000000000000000     
   1.3335214321633240        0.0000000000000000     
   1.3365955227834274        0.0000000000000000     
   1.3396766999286609        0.0000000000000000     
   1.3427649799351853        0.0000000000000000     
   1.3458603329987473        0.0000000000000000     
   1.3489628677806060        0.0000000000000000     
   1.3520725546582926        0.0000000000000000     
   1.3551894101191242        0.0000000000000000     
   1.3583134506884251        0.0000000000000000     
   1.3614446929296149        0.0000000000000000     
   1.3645831534442951        0.0000000000000000     
   1.3677288488723385        0.0000000000000000     
   1.3708817488553897        0.0000000000000000     
   1.3740419640748711        0.0000000000000000     
