   x                        int
   3.2765785539800492        4.8661495193279323E-008
   3.2973018618138941        4.8956803509989379E-008
   3.3180250924475576        4.9251782718961076E-008
   3.3387484002814025        4.9546435431534483E-008
   3.3594716309150665        4.9840759865328001E-008
   3.3801949387489114        5.0134758625565596E-008
   3.4009181693825754        5.0428429933503021E-008
   3.4216414772164203        5.0721776388265084E-008
   3.4423647078500839        5.1014796214736152E-008
   3.4630880156839288        5.1307492005958237E-008
   3.4838112463175928        5.1599861990437343E-008
   3.5045344769512567        5.1891907667795984E-008
   3.5252577847851017        5.2183630532212698E-008
   3.5459810154187652        5.2475028817610683E-008
   3.5667043232526101        5.2772491583770487E-008
   3.5874275538862741        5.3070445192160698E-008
   3.6081508617201190        5.3368153319760646E-008
   3.6288741695539639        5.3665615087646382E-008
   3.6495973229874465        5.3962828513552730E-008
   3.6703206308212915        5.4259798257312952E-008
   3.6910439386551364        5.4556522334313571E-008
   3.7117672464889813        5.4853000975025232E-008
   3.7324903999224643        5.5149232203468485E-008
   3.7532137077563092        5.5445220663812821E-008
   3.7739370155901542        5.5740964377740078E-008
   3.7946601690236368        5.6036461373970576E-008
   3.8153834768574817        5.6331716284965296E-008
   3.8361067846913266        5.6626727137113118E-008
   3.8568300925251719        5.6921494159094720E-008
   3.8775532459586541        5.7216015385877402E-008
   3.8982765537924990        5.7510295434364214E-008
   3.9189998616263440        5.7804332337200103E-008
   3.9397231694601889        5.8098126322050346E-008
   3.9604463228936719        5.8391675430107379E-008
   3.9811696307275168        5.8685013344089195E-008
   4.0018929385613617        5.8984158402424484E-008
   4.0226160919948448        5.9283117905371418E-008
   4.0433393998286888        5.9581896435249412E-008
   4.0640627076625346        5.9880491891289372E-008
   4.0847860154963795        6.0178904400733532E-008
   4.1055091689298617        6.0477131869420020E-008
   4.1262324767637066        6.0775178868340217E-008
   4.1469557845975515        6.1073043301760891E-008
   4.1676790924313964        6.1370725296504858E-008
   4.1884022458648795        6.1668222763428219E-008
   4.2091255536987244        6.1965540262225796E-008
   4.2298488615325693        6.2262675702186944E-008
   4.2505720149660515        6.2559626997922476E-008
   4.2712953227998973        6.2856398700675559E-008
   4.2920186306337413        6.3152988723493714E-008
   4.3127419384675871        6.3449397192469310E-008
   4.3334650919010693        6.3745622027208153E-008
   4.3541883997349142        6.4041667767712013E-008
   4.3749117075687600        6.4337532332027571E-008
   4.3956350154026040        6.4633215845832244E-008
   4.4163581688360871        6.4928716233712498E-008
   4.4370814766699320        6.5224038024461366E-008
   4.4578047845037769        6.5519179141110627E-008
   4.4785279379372600        6.5817030352285095E-008
   4.4992512457711040        6.6116974779729212E-008
   4.5199745536049498        6.6416783783196559E-008
   4.5406978614387938        6.6716457432124449E-008
   4.5614210148722769        6.7015993564681671E-008
   4.5821443227061227        6.7315396713680790E-008
   4.6028676305399667        6.7614664716198318E-008
   4.6235909383738125        6.7913797641502600E-008
   4.6443140918072947        6.8212793331618859E-008
   4.6650373996411396        6.8511656311138026E-008
   4.6857607074749845        6.8810384420995487E-008
   4.7064838609084667        6.9108975506104253E-008
   4.7272071687423125        6.9407434084899350E-008
   4.7479304765761565        6.9705758001205670E-008
   4.7686537844100023        7.0003947323996881E-008
   4.7893769378434845        7.0301999902028917E-008
   4.8101002456773294        7.0599920245544870E-008
   4.8308235535111752        7.0897706202214911E-008
   4.8515468613450192        7.1195357840845088E-008
   4.8722700147785023        7.1492873014026885E-008
   4.8929933226123472        7.1790256223827700E-008
   4.9137166304461921        7.2087505321755359E-008
   4.9344399382800370        7.2384620376448832E-008
   4.9551632461138819        7.2681601456505360E-008
   4.9758862451470023        7.2978444208118949E-008
   4.9966095529808472        7.3275157546520030E-008
   5.0173328608146921        7.3572873852255735E-008
   5.0380561686485379        7.3873653483394532E-008
   5.0587794764823819        7.4174333590147313E-008
   5.0795027843162277        7.4474914210053466E-008
   5.1002260921500717        7.4775395380634924E-008
   5.1209493999839175        7.5075777139397432E-008
   5.1416723990170379        7.5376055050022272E-008
   5.1623957068508819        7.5676238099075060E-008
   5.1831190146847277        7.5976321848723537E-008
   5.2038423225185717        7.6276306336405593E-008
   5.2245656303524175        7.6576191599542958E-008
   5.2452889381862624        7.6875977675539919E-008
   5.2660122460201073        7.7175664601784577E-008
   5.2867352450532277        7.7475247952188719E-008
   5.3074585528870726        7.7774736692500788E-008
   5.3281818607209175        7.8074126395123130E-008
   5.3489051685547624        7.8373417097376245E-008
   5.3696284763886073        7.8672608836564454E-008
   5.3903517842224522        7.8971701649974982E-008
   5.4110750920562971        7.9270695574878827E-008
   5.4317980910894175        7.9569586195391692E-008
   5.4525213989232624        7.9868382456499520E-008
   5.4732447067571073        8.0167079940812056E-008
   5.4939680145909531        8.0465678685533249E-008
   5.5146913224247971        8.0764178727850599E-008
   5.5354146302586429        8.1062580104934572E-008
   5.5561379380924869        8.1360882853939474E-008
   5.5768612459263327        8.1659087012002524E-008
   5.5975842449594531        8.1957188174867945E-008
   5.6183075527932971        8.2255195263860752E-008
   5.6390308606271429        8.2555825069715922E-008
   5.6597541684609878        8.2857267810024292E-008
   5.6804774762948327        8.3158637807373386E-008
   5.7012007841286776        8.3459935081982317E-008
   5.7219240919625225        8.3761159654063396E-008
   5.7426470909956429        8.4062307056859605E-008
   5.7633703988294878        8.4363386285577327E-008
   5.7840937066633327        8.4664392872363364E-008
   5.8048170144971776        8.4965326837403306E-008
   5.8255403223310225        8.5266188200875674E-008
   5.8462636301648683        8.5566976982952850E-008
   5.8669869379987123        8.5867693203800187E-008
   5.8877099370318327        8.6168332404185800E-008
   5.9084332448656784        8.6468903564123305E-008
   5.9291565526995225        8.6769402223286888E-008
   5.9498798605333683        8.7069828401814930E-008
   5.9706031683672123        8.7370182119840014E-008
   5.9913264762010581        8.7670463397487153E-008
   6.0120497840349021        8.7970672254875154E-008
   6.0327730918687479        8.8270808712115966E-008
   6.0534960909018682        8.8570868318560254E-008
   6.0742193987357123        8.8870860036894502E-008
   6.0949427065695581        8.9170779415377669E-008
   6.1156660144034030        8.9470626474095048E-008
   6.1363893222372479        8.9770401233125425E-008
   6.1571126300710928        9.0070103712540872E-008
   6.1778359379049377        9.0369733932407177E-008
   6.1985589369380580        9.0669287449568201E-008
   6.2192822447719029        9.0968773211581719E-008
   6.2400055526057479        9.1268186774202163E-008
   6.2607288604395928        9.1567528157468611E-008
   6.2814521682734377        9.1866797381413248E-008
   6.3021754761072835        9.2165994466061772E-008
   6.3228987839411275        9.2467076885353447E-008
   6.3436217829742478        9.2769186948516522E-008
   6.3643450908080927        9.3071248914103649E-008
   6.3850683986419376        9.3373258290714699E-008
   6.4057917064757826        9.3675215089188290E-008
   6.4265150143096283        9.3977119320359233E-008
   6.4472383221434733        9.4278970995060720E-008
   6.4679616299773182        9.4580770124122293E-008
   6.4886849378111631        9.4882516718372025E-008
   6.5094079368442834        9.5184206293442236E-008
   6.5301312446781283        9.5485847851321329E-008
   6.5508545525119732        9.5787436906853911E-008
   6.5715778603458181        9.6088973470856525E-008
   6.5923011681796631        9.6390457554143706E-008
   6.6130244760135080        9.6691889167526174E-008
   6.6337477838473529        9.6993268321813088E-008
   6.6544707828804732        9.7294590538091941E-008
   6.6751940907143181        9.7595864807383632E-008
   6.6959173985481630        9.7897086649988917E-008
   6.7166407063820079        9.8198256076706476E-008
   6.7373640142158528        9.8499373098330987E-008
   6.7580873220496978        9.8800437725654722E-008
   6.7788106298835427        9.9101449969468472E-008
   6.7995336289166630        9.9402405356306308E-008
   6.8202569367505079        9.9703312866238397E-008
   6.8409802445843528        1.0000416802501333E-007
   6.8617035524181986        1.0030497084341082E-007
   6.8824268602520435        1.0060572133220714E-007
   6.9031501680858884        1.0090641950217652E-007
   6.9238734759197333        1.0120706536408984E-007
   6.9445967837535783        1.0150765892871628E-007
   6.9653197827866986        1.0180819572880557E-007
   6.9860430906205435        1.0210868473193121E-007
   7.0067663984543884        1.0240912147005944E-007
   7.0274897062882333        1.0270950595394754E-007
   7.0482130141220782        1.0300983819435171E-007
   7.0689363219559231        1.0331011820202352E-007
   7.0896596297897680        1.0361159773876179E-007
   7.1103826288228884        1.0391432297801255E-007
   7.1311059366567333        1.0421701513961566E-007
   7.1518292444905782        1.0451966971813726E-007
   7.1725525523244231        1.0482228671943818E-007
   7.1932758601582680        1.0512486614937835E-007
   7.2139991679921129        1.0542740801381624E-007
   7.2347224758259578        1.0572991231860941E-007
   7.2554454748590782        1.0603237456279741E-007
   7.2761687826929231        1.0633480376642868E-007
   7.2968920905267689        1.0663719542798121E-007
   7.3176153983606138        1.0693954955330761E-007
   7.3383387061944587        1.0724186614826014E-007
   7.3590620140283036        1.0754414521868962E-007
   7.3797853218621485        1.0784638677044541E-007
   7.4005086296959934        1.0814859080937644E-007
   7.4212316287291138        1.0845075283898633E-007
   7.4419549365629587        1.0875288187036754E-007
   7.4626782443968036        1.0905497340646300E-007
   7.4834015522306485        1.0935702745311646E-007
   7.5041245512637689        1.0965903951606218E-007
   7.5248481678983383        1.0996102310146917E-007
   7.5455711669314587        1.1026296021585883E-007
   7.5662947835660281        1.1056486886215654E-007
   7.5870177825991485        1.1086673105134810E-007
   7.6077413992337179        1.1116856478189110E-007
   7.6284643982668383        1.1147035206923410E-007
   7.6491873972999587        1.1177210191496377E-007
   7.6699110139345281        1.1207382331620282E-007
   7.6906340129676485        1.1237549829509155E-007
   7.7113576296022188        1.1267714483892317E-007
   7.7320806286353392        1.1297874497429787E-007
   7.7528042452699086        1.1328031668404552E-007
   7.7735272443030290        1.1358184199922450E-007
   7.7942502433361494        1.1388332991360449E-007
   7.8149738599707188        1.1418478941649535E-007
   7.8356968590038392        1.1448620254564019E-007
   7.8564204756384086        1.1478758727271661E-007
   7.8771434746715290        1.1508892563992233E-007
   7.8978670913060984        1.1539023561447670E-007
   7.9185900903392188        1.1569149924303080E-007
   7.9393137069737882        1.1599273448834647E-007
   7.9600367060069086        1.1629558263753388E-007
   7.9807597050400290        1.1659879694936546E-007
   8.0014833216745984        1.1690199351120303E-007
   8.0222063207077188        1.1720515425469676E-007
   8.0429299373422882        1.1750829725313433E-007
   8.0636529363754086        1.1781140444135719E-007
   8.0843765530099780        1.1811449388946015E-007
   8.1050995520430984        1.1841754753547508E-007
   8.1258225510762188        1.1872057441568173E-007
   8.1465461677107882        1.1902358356316984E-007
   8.1672691667439086        1.1932655692075573E-007
   8.1879927833784798        1.1962951255055426E-007
   8.2087157824115984        1.1993243239857132E-007
   8.2294393990461678        1.2023533452373163E-007
   8.2501623980792900        1.2053820087522914E-007
   8.2708853971124086        1.2084104048375719E-007
   8.2916090137469780        1.2114386237682113E-007
   8.3123320127801001        1.2144664850839493E-007
   8.3330556294146696        1.2174941692943050E-007
   8.3537786284477882        1.2205214959708848E-007
   8.3745022450823576        1.2235486455913317E-007
   8.3952252441154798        1.2265754377591037E-007
   8.4159482431485984        1.2296019627253164E-007
   8.4366718597831678        1.2326283107092358E-007
   8.4573948588162899        1.2356543013620833E-007
   8.4781184754508594        1.2386801150818424E-007
   8.4988414744839780        1.2417055715515700E-007
   8.5195650911185492        1.2447308511373929E-007
   8.5402880901516696        1.2477557735542014E-007
   8.5610110891847881        1.2507804289973462E-007
   8.5817347058193594        1.2538049076303415E-007
   8.6024577048524797        1.2568290292157996E-007
   8.6231813214870492        1.2598529740402610E-007
   8.6439043205201695        1.2628765618981365E-007
   8.6646279371547390        1.2658999730441503E-007
   8.6853509361878594        1.2689230273045115E-007
   8.7060739352209797        1.2719458148188534E-007
   8.7267975518555492        1.2749684256949935E-007
   8.7475205508886695        1.2779906798068363E-007
   8.7682441675232390        1.2810127573295760E-007
   8.7889671665563593        1.2840344781688860E-007
   8.8096907831909288        1.2870560224681706E-007
   8.8304137822240492        1.2900772101648719E-007
   8.8511373988586186        1.2930982213706070E-007
   8.8718603978917390        1.2961188760545856E-007
   8.8925833969248593        1.2991392642848668E-007
   8.9133070135594288        1.3021600486405484E-007
   8.9340300125925491        1.3051948261783635E-007
   8.9547536292271204        1.3082294962494708E-007
   8.9754766282602390        1.3112638779957870E-007
   8.9962002448948084        1.3142981523021659E-007
   9.0169232439279305        1.3173321383341076E-007
   9.0376462429610491        1.3203659265407303E-007
   9.0583698595956186        1.3233996073475618E-007
   9.0790928586287407        1.3264329999554710E-007
   9.0998164752633102        1.3294662851903411E-007
   9.1205394742964288        1.3324992822766153E-007
   9.1412630909309982        1.3355321720165978E-007
   9.1619860899641203        1.3385647736583008E-007
   9.1827090889972389        1.3415971776095530E-007
   9.2034327056318084        1.3446294742546219E-007
   9.2241557046649305        1.3476614828768567E-007
   9.2448793212995000        1.3506933842196345E-007
   9.2656023203326185        1.3537249975898611E-007
   9.2863259369671880        1.3567565037073492E-007
   9.3070489360003101        1.3597877219025601E-007
   9.3277719350334287        1.3628187425420700E-007
   9.3484955516679982        1.3658496559689052E-007
   9.3692185507011203        1.3688802815488476E-007
   9.3899421673356898        1.3719107999428165E-007
   9.4106651663688083        1.3749410305401328E-007
   9.4313887830033796        1.3779711539781693E-007
   9.4521117820364999        1.3810009896697804E-007
   9.4728347810696185        1.3840306279403178E-007
   9.4935583977041897        1.3870601590916009E-007
   9.5142813967373101        1.3900894025717770E-007
   9.5350050133718796        1.3931185389593747E-007
   9.5557280124049999        1.3961473877260588E-007
   9.5764516290395694        1.3991761294268305E-007
   9.5971746280726897        1.4022045835568802E-007
   9.6178976271058101        1.4052328404003635E-007
   9.6386212437403795        1.4082609902179176E-007
   9.6593442427734999        1.4112888525400030E-007
   9.6800678594080694        1.4143166078628033E-007
   9.7007908584411897        1.4173440757402921E-007
   9.7215144750757592        1.4203714366451379E-007
   9.7422374741088795        1.4233985101548146E-007
   9.7629610907434490        1.4264254767184707E-007
   9.7836840897765693        1.4294521559370945E-007
   9.8044070888096897        1.4324786380419094E-007
   9.8251307054442591        1.4355050132406446E-007
   9.8458537044773795        1.4385311011695133E-007
   9.8665773211119507        1.4415570822189128E-007
   9.8873003201450693        1.4445827760485493E-007
   9.9080239367796388        1.4476083630253224E-007
   9.9287469358127609        1.4506336628324166E-007
   9.9494699348458795        1.4536587656599309E-007
   9.9701935514804489        1.4566837616744694E-007
   9.9909165505135711        1.4597084705944464E-007
   10.011640167148141        1.4627367174881016E-007
   10.032363166181259        1.4657675419873152E-007
   10.053086782815829        1.4687982863513433E-007
   10.073809781848951        1.4718287699508923E-007
   10.094532780882069        1.4748590831243118E-007
   10.115256397516639        1.4778893161896140E-007
   10.135979396549761        1.4809192885479913E-007
   10.156703013184330        1.4839491808162858E-007
   10.177426012217449        1.4869788124160092E-007
   10.198149628852018        1.4900083639437037E-007
   10.218872627885141        1.4930376548411612E-007
   10.239595626918259        1.4960667754111730E-007
   10.260319243552829        1.4990958159362013E-007
   10.281042242585951        1.5021245958885042E-007
   10.301765859220520        1.5051532958138446E-007
   10.322488858253639        1.5081817352047907E-007
   10.343212474888208        1.5112100945868086E-007
   10.363935473921330        1.5142381934727464E-007
   10.384658472954449        1.5172661221298333E-007
   10.405382089589018        1.5202939708050217E-007
   10.426105088622140        1.5233215590415928E-007
   10.446828705256710        1.5263490673142668E-007
   10.467551704289829        1.5293763151866257E-007
   10.488275320924402        1.5324034831131063E-007
   10.508998319957520        1.5354303906775607E-007
   10.529721936592090        1.5384572183141287E-007
   10.550444935625212        1.5414837856269630E-007
   10.571167934658330        1.5445101828376247E-007
   10.591891551292900        1.5475365001474063E-007
   10.612614550326022        1.5505639884485205E-007
   10.633338166960591        1.5535914456983088E-007
   10.654061165993710        1.5566186482493483E-007
   10.674784782628279        1.5596457765518423E-007
   10.695507781661401        1.5626726501904984E-007
   10.716230780694520        1.5656993593942347E-007
   10.736954397329090        1.5687259943723725E-007
   10.757677396362212        1.5717523747390113E-007
   10.778401012996781        1.5747786808953369E-007
   10.799124012029900        1.5778047324750541E-007
   10.819847628664469        1.5808307098597464E-007
   10.840570627697591        1.5838564327027167E-007
   10.861293626730710        1.5868819911985728E-007
   10.882017243365279        1.5899074755223372E-007
   10.902740242398401        1.5929327053566795E-007
   10.923463859032971        1.5959578610342147E-007
   10.944186858066089        1.5989827622572011E-007
   10.964910474700659        1.6020075893386543E-007
   10.985633473733781        1.6050321620004105E-007
   11.006356472766900        1.6080565704028059E-007
   11.027080089401469        1.6110809046865848E-007
   11.047803088434591        1.6141049846029570E-007
   11.068526705069161        1.6171289904159751E-007
   11.089249704102279        1.6201527418964334E-007
   11.109973320736849        1.6231764192888066E-007
   11.130696319769971        1.6261998423834539E-007
   11.151419318803089        1.6292231013064302E-007
   11.172142935437659        1.6322462861642254E-007
   11.192865934470781        1.6352692167765448E-007
   11.213589551105350        1.6382920733389402E-007
   11.234312550138469        1.6413141027143119E-007
   11.255036166773039        1.6443357869863964E-007
   11.275759165806161        1.6473572139476976E-007
   11.296482164839279        1.6503784736648482E-007
   11.317205781473849        1.6533996561845298E-007
   11.337928780506971        1.6564205814457465E-007
   11.358652397141540        1.6594414295244361E-007
   11.379375396174659        1.6624620203795288E-007
   11.400099012809232        1.6654825340670230E-007
   11.420822011842350        1.6685027905657695E-007
   11.441545628476920        1.6715229699118615E-007
   11.462268627510042        1.6745428921040674E-007
   11.482991626543161        1.6775626471641524E-007
   11.503715243177730        1.6805823250939736E-007
   11.524438242210852        1.6836017459221876E-007
   11.545161858845422        1.6866210896350559E-007
   11.565884857878540        1.6896401762811608E-007
   11.586608474513110        1.6926591858268349E-007
   11.607331473546232        1.6956779383405840E-007
   11.628054472579350        1.6986965238093071E-007
   11.648778089213920        1.7017150321999886E-007
   11.669501088247042        1.7047332836109818E-007
   11.690224704881611        1.7077514579588557E-007
   11.710947703914730        1.7107693753618745E-007
   11.731671320549300        1.7137872157166810E-007
   11.752394319582422        1.7168047991614568E-007
   11.773117318615540        1.7198222156482335E-007
   11.793840935250110        1.7228395551091715E-007
   11.814563934283232        1.7258566377122927E-007
   11.835287550917801        1.7288736433044778E-007
   11.856010549950920        1.7318903920736469E-007
   11.876734166585489        1.7349070638467927E-007
   11.897457165618611        1.7379215050002402E-007
   11.918180164651730        1.7409344605338658E-007
   11.938903781286299        1.7439473277147819E-007
   11.959626780319422        1.7469599269791316E-007
   11.980350396953991        1.7499724379081031E-007
   12.001073395987110        1.7529846809590643E-007
   12.021797012621679        1.7559968356919926E-007
   12.042520011654801        1.7590087225854732E-007
   12.063243010687920        1.7620204314238402E-007
   12.083966627322489        1.7650320519701571E-007
   12.104689626355611        1.7680434047348553E-007
   12.125413242990181        1.7710546692248452E-007
   12.146136242023299        1.7740656659717650E-007
   12.166859858657869        1.7770765744612994E-007
   12.187582857690991        1.7800872152463086E-007
   12.208305856724110        1.7830976780739764E-007
   12.229029473358683        1.7861080526702260E-007
   12.249752472391801        1.7891181596197476E-007
   12.270476089026371        1.7921281783551841E-007
   12.291199088059493        1.7951379294824212E-007
   12.311922704694062        1.7981475924128885E-007
   12.332645703727181        1.8011569877736892E-007
   12.353369320361750        1.8041662949550202E-007
   12.374092319394872        1.8071753346051907E-007
   12.394815318427991        1.8101841964236273E-007
   12.415538935062560        1.8131929700885735E-007
   12.436261934095683        1.8162014762801152E-007
   12.456985550730252        1.8192098943354684E-007
   12.477708549763371        1.8222180449559324E-007
   12.498432166397940        1.8252261074574990E-007
   12.519155165431062        1.8282339025626543E-007
   12.539878164464181        1.8312415199337378E-007
   12.560601781098750        1.8342490492118813E-007
   12.581324780131872        1.8372563111513605E-007
   12.602048396766442        1.8402600137097493E-007
   12.622771395799560        1.8432613069082697E-007
   12.643495012434130        1.8462624939261277E-007
   12.664218011467252        1.8492633958988739E-007
   12.684941010500371        1.8522641022874350E-007
   12.705664009533493        1.8552646131090328E-007
   12.726388243769510        1.8582651072100568E-007
   12.747111242802632        1.8612652269376387E-007
   12.767834241835750        1.8642651511498337E-007
   12.788557240868872        1.8672648798638172E-007
   12.809281475104889        1.8702645918793914E-007
   12.830004474138011        1.8732639296369110E-007
   12.850727473171130        1.8762630719477916E-007
   12.871450472204252        1.8792620188292192E-007
   12.892173471237371        1.8822607702983922E-007
   12.912897705473391        1.8852595050968308E-007
   12.933620704506509        1.8882578657813772E-007
   12.954343703539632        1.8912560311051838E-007
   12.975066702572750        1.8942540010854636E-007
   12.995789701605872        1.8972517757393732E-007
   13.016513935841893        1.9002495337502174E-007
   13.037236934875011        1.9032469177912578E-007
   13.057959933908130        1.9062441065574578E-007
   13.078682932941252        1.9092411000659741E-007
   13.099407167177272        1.9122380769535588E-007
   13.120130166210391        1.9152346799865628E-007
   13.140853165243513        1.9182310878133996E-007
   13.161576164276632        1.9212273004512206E-007
   13.182299163309750        1.9242233179171771E-007
   13.203023397545770        1.9272193187898354E-007
   13.223746396578893        1.9302149459519235E-007
   13.244469395612011        1.9332103779936319E-007
   13.265192394645133        1.9362056149321159E-007
   13.285915393678252        1.9392006567845169E-007
   13.306639627914272        1.9421956820712531E-007
   13.327362626947391        1.9451903337913368E-007
   13.348085625980513        1.9481799401600932E-007
   13.368808625013632        1.9511663824690610E-007
   13.389532859249652        1.9541527843974087E-007
   13.410255858282770        1.9571387899771297E-007
   13.430978857315893        1.9601245772320209E-007
   13.451701856349011        1.9631101461843132E-007
   13.472424855382133        1.9660954968561879E-007
   13.493149089618150        1.9690808071933773E-007
   13.513872088651272        1.9720657213579834E-007
   13.534595087684391        1.9750504173087488E-007
   13.555318086717513        1.9780348950678547E-007
   13.576042320953530        1.9810193325290043E-007
   13.596765319986652        1.9840033739583423E-007
   13.617488319019770        1.9869871972625601E-007
   13.638211318052893        1.9899708024638425E-007
   13.658934317086011        1.9929541895843540E-007
   13.679658551322031        1.9959375364527913E-007
   13.700381550355150        1.9989204874652687E-007
   13.721104549388272        2.0019032204634988E-007
   13.741827548421391        2.0048857354696287E-007
   13.762550547454513        2.0078680325058198E-007
   13.783274781690530        2.0108502893357801E-007
   13.803997780723652        2.0138321504855697E-007
   13.824720779756770        2.0168137937318833E-007
   13.845443778789893        2.0197952190968694E-007
   13.866168013025913        2.0227766042922899E-007
   13.886891012059031        2.0257575939480825E-007
   13.907614011092150        2.0287383657889851E-007
   13.928337010125272        2.0317189198371322E-007
   13.949060009158391        2.0346992561146636E-007
   13.969784243394411        2.0376795522684167E-007
   13.990507242427533        2.0406594530581260E-007
   14.011230241460652        2.0436391361436276E-007
   14.031953240493770        2.0466186015470356E-007
   14.052676239526892        2.0495978492904722E-007
   14.073400473762913        2.0525770569558897E-007
   14.094123472796031        2.0555558694327757E-007
   14.114846471829154        2.0585344643160470E-007
   14.135569470862272        2.0615080355244834E-007
   14.156293705098292        2.0644765580729404E-007
   14.177016704131411        2.0674446587624691E-007
   14.197739703164533        2.0704125145587876E-007
   14.218462702197652        2.0733801254908688E-007
   14.239185701230774        2.0763474915876482E-007
   14.259909935466791        2.0793147897272993E-007
   14.280632934499913        2.0822816662257612E-007
   14.301355933533031        2.0852482979757820E-007
   14.322078932566153        2.0882146850063032E-007
   14.342801931599272        2.0911808273462512E-007
   14.363526165835292        2.0941469018008112E-007
   14.384249164868411        2.0971125548318183E-007
   14.404972163901533        2.1000779632590261E-007
   14.425695162934652        2.1030431271113617E-007
   14.446419397170672        2.1060082231356806E-007
   14.467142396203791        2.1089728979104272E-007
   14.487865395236913        2.1119373281970143E-007
   14.508588394270031        2.1149015140243656E-007
   14.529311393303153        2.1178654554213606E-007
   14.550035627539170        2.1208293290620029E-007
   14.570758626572292        2.1237927816704032E-007
   14.591481625605411        2.1267559899351257E-007
   14.612204624638533        2.1297189538850415E-007
   14.632928858874550        2.1326818501358676E-007
   14.653651857907672        2.1356443255282359E-007
   14.674374856940791        2.1386065566924034E-007
   14.695097855973913        2.1415685436572363E-007
   14.715820855007031        2.1445302864516127E-007
   14.736545089243052        2.1474919616184376E-007
   14.757268088276170        2.1504532161438791E-007
   14.777991087309292        2.1534142265853947E-007
   14.798714086342411        2.1563749929718394E-007
   14.819437085375533        2.1593355153320422E-007
   14.840161319611553        2.1622959701361718E-007
   14.860884318644672        2.1652560045158441E-007
   14.881607317677794        2.1682157949557655E-007
   14.902330316710913        2.1711753414847310E-007
   14.923054550946933        2.1741348205147932E-007
   14.943777549980052        2.1770938792938123E-007
   14.964500549013174        2.1800515637184890E-007
   14.985223548046292        2.1829989655769344E-007
   15.005946547079414        2.1859460945458037E-007
   15.026670781315431        2.1888931263025542E-007
   15.047393780348553        2.1918397095870316E-007
   15.068116779381672        2.1947860200929668E-007
   15.088839778414794        2.1977320578573396E-007
   15.109562777447913        2.2006778229171202E-007
   15.130287011683933        2.2036234908684753E-007
   15.151010010717052        2.2065687106137950E-007
   15.171733009750174        2.2095136577654560E-007
   15.192456008783292        2.2124583323604084E-007
   15.213180243019313        2.2154029099298043E-007
   15.233903242052431        2.2183470395059864E-007
   15.254626241085553        2.2212908966363104E-007
   15.275349240118672        2.2242344813577024E-007
   15.296072239151794        2.2271777937071148E-007
   15.316796473387811        2.2301210091344420E-007
   15.337519472420933        2.2330637768343993E-007
   15.358242471454052        2.2360062722730888E-007
   15.378965470487174        2.2389484954874449E-007
   15.399689704723190        2.2418906218624363E-007
   15.420412703756313        2.2448323007225601E-007
   15.441135702789431        2.2477737074689919E-007
   15.461858701822553        2.2507148421386438E-007
   15.482581700855672        2.2536557047683557E-007
   15.503305935091692        2.2565964706619858E-007
   15.524028934124811        2.2595367893062063E-007
   15.544751933157933        2.2624768360210648E-007
   15.565474932191051        2.2654166108433931E-007
   15.586197931224174        2.2683561138100632E-007
   15.606922165460194        2.2712955201438528E-007
   15.627645164493313        2.2742344794934425E-007
   15.648368163526431        2.2771731670978164E-007
   15.669091162559553        2.2801115829938070E-007
   15.689815396795574        2.2830499023394150E-007
   15.710538395828692        2.2859877749128391E-007
