# Thermal sigma v for some different final states
# The final states are:
# Case 1: PDG = 12
# Case 2: PDG = 15
# Case 3: PDG =  6
# Case 4: PDG = 24
#  i     Mass [GeV]      sigvmid_1     sigvperr_1     sigvmerr_1      sigvmid_2     sigvperr_2     sigvmerr_2      sigvmid_3     sigvperr_3     sigvmerr_3      sigvmid_4     sigvperr_4     sigvmerr_4, sigv in units of cm^3/s^1
  58   0.699807E+02   0.423315E-25   0.118204E-26  -0.907576E-27   0.423362E-25   0.118224E-26  -0.907616E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.912746E-22   0.334513E-23  -0.255909E-23
  59   0.713803E+02   0.423315E-25   0.118204E-26  -0.907576E-27   0.423290E-25   0.118225E-26  -0.907243E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.303321E-22   0.107603E-23  -0.821148E-24
  60   0.728079E+02   0.423315E-25   0.118204E-26  -0.907576E-27   0.423290E-25   0.118225E-26  -0.907243E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.102330E-22   0.349223E-24  -0.266681E-24
  61   0.742640E+02   0.423233E-25   0.118206E-26  -0.907151E-27   0.423283E-25   0.118201E-26  -0.907446E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.349385E-23   0.114722E-24  -0.882445E-25
  62   0.757493E+02   0.423233E-25   0.118206E-26  -0.907151E-27   0.423283E-25   0.118201E-26  -0.907446E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.120193E-23   0.380306E-25  -0.293483E-25
  63   0.772643E+02   0.423233E-25   0.118206E-26  -0.907151E-27   0.423211E-25   0.118203E-26  -0.907073E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.413001E-24   0.125577E-25  -0.960668E-26
  64   0.788096E+02   0.423233E-25   0.118206E-26  -0.907151E-27   0.423283E-25   0.117442E-26  -0.907446E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.138902E-24   0.405669E-26  -0.311518E-26
  65   0.803858E+02   0.423233E-25   0.118206E-26  -0.907151E-27   0.423283E-25   0.118201E-26  -0.907446E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.423233E-25   0.118206E-26  -0.907151E-27
  66   0.819935E+02   0.423283E-25   0.118201E-26  -0.907446E-27   0.423259E-25   0.118216E-26  -0.907176E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.423233E-25   0.118206E-26  -0.907151E-27
  67   0.836334E+02   0.423283E-25   0.118201E-26  -0.907446E-27   0.423331E-25   0.117456E-26  -0.907549E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.423315E-25   0.118204E-26  -0.907576E-27
  68   0.853060E+02   0.423362E-25   0.117464E-26  -0.907616E-27   0.423339E-25   0.118217E-26  -0.907567E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.423315E-25   0.118204E-26  -0.907576E-27
  69   0.870122E+02   0.423362E-25   0.118224E-26  -0.907616E-27   0.423339E-25   0.118239E-26  -0.907347E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.423315E-25   0.118204E-26  -0.907576E-27
  70   0.887524E+02   0.423362E-25   0.118224E-26  -0.907616E-27   0.423410E-25   0.118237E-26  -0.907720E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.423396E-25   0.118252E-26  -0.907501E-27
  71   0.905275E+02   0.423446E-25   0.118247E-26  -0.907797E-27   0.423423E-25   0.118262E-26  -0.907527E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.423478E-25   0.117907E-26  -0.911430E-27
  72   0.923380E+02   0.423492E-25   0.118260E-26  -0.907896E-27   0.423541E-25   0.117514E-26  -0.907999E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.423478E-25   0.118072E-26  -0.904386E-27
  73   0.941848E+02   0.423580E-25   0.118306E-26  -0.907865E-27   0.423559E-25   0.118300E-26  -0.907819E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.423560E-25   0.118297E-26  -0.907852E-27
  74   0.960685E+02   0.423610E-25   0.118293E-26  -0.908148E-27   0.423658E-25   0.117546E-26  -0.908251E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.423642E-25   0.118296E-26  -0.908278E-27
  75   0.979898E+02   0.423690E-25   0.118315E-26  -0.908318E-27   0.423738E-25   0.117568E-26  -0.908421E-27   0.100000E+01   0.000000E+00   0.000000E+00   0.423724E-25   0.117583E-26  -0.908203E-27
  76   0.146985E+03   0.426220E-25   0.118279E-26  -0.913523E-27   0.426200E-25   0.119016E-26  -0.913699E-27   0.452713E-21   0.173156E-22  -0.131647E-22   0.426187E-25   0.119031E-26  -0.913483E-27
