# Thermal sigma v for some different final states
# The final states are:
# Case 1: PDG = 12
# Case 2: PDG = 15
# Case 3: PDG =  6
# Case 4: PDG = 24
#  i     Mass [GeV]      sigvmid_1     sigvperr_1     sigvmerr_1      sigvmid_2     sigvperr_2     sigvmerr_2      sigvmid_3     sigvperr_3     sigvmerr_3      sigvmid_4     sigvperr_4     sigvmerr_4, sigv in units of cm^3/s^1
  88   0.186412E+03   0.207546E-25   0.577132E-27  -0.444703E-27   0.207546E-25   0.579571E-27  -0.444943E-27   0.207570E-25   0.575914E-27  -0.444994E-27   0.207559E-25   0.579606E-27  -0.444970E-27
  89   0.190140E+03   0.207653E-25   0.577428E-27  -0.444931E-27   0.207652E-25   0.579868E-27  -0.445172E-27   0.207676E-25   0.576209E-27  -0.445222E-27   0.207665E-25   0.576178E-27  -0.445198E-27
  90   0.193943E+03   0.207759E-25   0.580272E-27  -0.445293E-27   0.207749E-25   0.580243E-27  -0.445270E-27   0.207773E-25   0.576479E-27  -0.445431E-27   0.207762E-25   0.580175E-27  -0.445407E-27
  91   0.197822E+03   0.207856E-25   0.581897E-27  -0.441899E-27   0.207859E-25   0.580551E-27  -0.445507E-27   0.207884E-25   0.576785E-27  -0.445667E-27   0.207873E-25   0.576754E-27  -0.445643E-27
  92   0.201779E+03   0.207967E-25   0.580852E-27  -0.445738E-27   0.207992E-25   0.577085E-27  -0.445899E-27   0.207980E-25   0.577054E-27  -0.445875E-27   0.207969E-25   0.580753E-27  -0.445851E-27
  93   0.205814E+03   0.208063E-25   0.582477E-27  -0.442339E-27   0.208101E-25   0.577389E-27  -0.446134E-27   0.208090E-25   0.577358E-27  -0.446110E-27   0.208079E-25   0.581060E-27  -0.446086E-27
  94   0.209930E+03   0.208173E-25   0.582784E-27  -0.442572E-27   0.208176E-25   0.581436E-27  -0.446186E-27   0.208201E-25   0.577665E-27  -0.446347E-27   0.208189E-25   0.581368E-27  -0.446323E-27
  95   0.314896E+03   0.210339E-25   0.588302E-27  -0.447446E-27   0.210372E-25   0.583690E-27  -0.451002E-27   0.210361E-25   0.587432E-27  -0.450978E-27   0.210349E-25   0.587506E-27  -0.450844E-27
  96   0.472343E+03   0.211947E-25   0.588060E-27  -0.454379E-27   0.211936E-25   0.588028E-27  -0.454354E-27   0.211924E-25   0.592736E-27  -0.450818E-27   0.211958E-25   0.588089E-27  -0.454401E-27
  97   0.708515E+03   0.212377E-25   0.593063E-27  -0.455301E-27   0.212402E-25   0.589320E-27  -0.455353E-27   0.212390E-25   0.589289E-27  -0.455328E-27   0.212379E-25   0.593066E-27  -0.455304E-27
  98   0.106277E+04   0.211721E-25   0.591336E-27  -0.453783E-27   0.211746E-25   0.587501E-27  -0.453947E-27   0.211734E-25   0.587469E-27  -0.453923E-27   0.211723E-25   0.591236E-27  -0.453898E-27
  99   0.159416E+04   0.210781E-25   0.584932E-27  -0.451770E-27   0.210771E-25   0.589510E-27  -0.448365E-27   0.210804E-25   0.584889E-27  -0.451928E-27   0.210793E-25   0.584857E-27  -0.451904E-27
 100   0.239124E+04   0.210532E-25   0.584240E-27  -0.451236E-27   0.210522E-25   0.584105E-27  -0.451323E-27   0.210510E-25   0.585119E-27  -0.447810E-27   0.210509E-25   0.585116E-27  -0.447808E-27
 101   0.358686E+04   0.211222E-25   0.582260E-27  -0.452824E-27   0.211199E-25   0.587148E-27  -0.449168E-27   0.211199E-25   0.587034E-27  -0.449276E-27   0.211198E-25   0.587031E-27  -0.449274E-27
 102   0.538029E+04   0.212704E-25   0.590795E-27  -0.449602E-27   0.212727E-25   0.588103E-27  -0.452280E-27   0.212724E-25   0.588093E-27  -0.452272E-27   0.212720E-25   0.588083E-27  -0.452264E-27
 103   0.807043E+04   0.214831E-25   0.593389E-27  -0.457003E-27   0.214822E-25   0.593894E-27  -0.456733E-27   0.214818E-25   0.593884E-27  -0.456726E-27   0.214815E-25   0.593874E-27  -0.456718E-27
 104   0.121056E+05   0.217354E-25   0.600475E-27  -0.462257E-27   0.217346E-25   0.600872E-27  -0.462100E-27   0.217342E-25   0.600862E-27  -0.462092E-27   0.217339E-25   0.600851E-27  -0.462084E-27
 105   0.181585E+05   0.220095E-25   0.612028E-27  -0.464554E-27   0.220126E-25   0.608557E-27  -0.468010E-27   0.220122E-25   0.608547E-27  -0.468002E-27   0.220119E-25   0.608537E-27  -0.467994E-27
 106   0.272377E+05   0.223062E-25   0.616398E-27  -0.470817E-27   0.223064E-25   0.616523E-27  -0.470705E-27   0.223067E-25   0.616531E-27  -0.470710E-27   0.223069E-25   0.616266E-27  -0.474412E-27
 107   0.408566E+05   0.226164E-25   0.624815E-27  -0.480995E-27   0.226156E-25   0.625228E-27  -0.480831E-27   0.226152E-25   0.625217E-27  -0.480822E-27   0.226148E-25   0.625206E-27  -0.480814E-27
 108   0.612848E+05   0.229329E-25   0.633435E-27  -0.487845E-27   0.229320E-25   0.633974E-27  -0.487557E-27   0.229316E-25   0.633964E-27  -0.487549E-27   0.229312E-25   0.633953E-27  -0.487541E-27
 109   0.919272E+05   0.232537E-25   0.638252E-27  -0.494669E-27   0.232536E-25   0.638851E-27  -0.494367E-27   0.232541E-25   0.638864E-27  -0.494377E-27   0.232546E-25   0.638876E-27  -0.494387E-27
 110   0.137891E+06   0.235800E-25   0.647210E-27  -0.501609E-27   0.235799E-25   0.647815E-27  -0.501304E-27   0.235764E-25   0.651625E-27  -0.497504E-27   0.235767E-25   0.651632E-27  -0.497510E-27
 111   0.300000E+06   0.242078E-25   0.669076E-27  -0.510828E-27   0.242081E-25   0.664873E-27  -0.510834E-27   0.242082E-25   0.664811E-27  -0.510621E-27   0.242083E-25   0.664812E-27  -0.510622E-27
