# Thermal sigma v for some different final states
# The final states are:
# Case 1: PDG = 12
# Case 2: PDG = 15
# Case 3: PDG =  6
# Case 4: PDG = 24
#  i     Mass [GeV]      sigvmid_1     sigvperr_1     sigvmerr_1      sigvmid_2     sigvperr_2     sigvmerr_2      sigvmid_3     sigvperr_3     sigvmerr_3      sigvmid_4     sigvperr_4     sigvmerr_4, sigv in units of cm^3/s^1
  78   0.122704E+01   0.647752E-24   0.190224E-25  -0.146345E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  79   0.125158E+01   0.647252E-24   0.190077E-25  -0.146231E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  80   0.127661E+01   0.646752E-24   0.189930E-25  -0.146118E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  81   0.130215E+01   0.646252E-24   0.189783E-25  -0.146006E-25   0.900562E-18   0.453180E-19  -0.338101E-19   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  82   0.132819E+01   0.645753E-24   0.189637E-25  -0.145893E-25   0.289881E-18   0.140660E-19  -0.106169E-19   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  83   0.135475E+01   0.645254E-24   0.189490E-25  -0.145780E-25   0.956091E-19   0.446976E-20  -0.340419E-20   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  84   0.138185E+01   0.644755E-24   0.190551E-25  -0.144601E-25   0.323112E-19   0.146318E-20  -0.111815E-20   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  85   0.140948E+01   0.644257E-24   0.190404E-25  -0.144489E-25   0.111888E-19   0.488988E-21  -0.372552E-21   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  86   0.143767E+01   0.643759E-24   0.190257E-25  -0.144377E-25   0.397072E-20   0.168900E-21  -0.128276E-21   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  87   0.146643E+01   0.643262E-24   0.188905E-25  -0.145330E-25   0.144500E-20   0.589557E-22  -0.452729E-22   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  88   0.149576E+01   0.642765E-24   0.188759E-25  -0.145218E-25   0.539333E-21   0.214342E-22  -0.161896E-22   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  89   0.152567E+01   0.642144E-24   0.189738E-25  -0.144055E-25   0.206742E-21   0.788084E-23  -0.603384E-23   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  90   0.155619E+01   0.641648E-24   0.187856E-25  -0.146067E-25   0.814868E-22   0.300639E-23  -0.231211E-23   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  91   0.158731E+01   0.640904E-24   0.189288E-25  -0.143856E-25   0.330942E-22   0.118061E-23  -0.895186E-24   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  92   0.161906E+01   0.640285E-24   0.188031E-25  -0.144658E-25   0.139029E-22   0.478703E-24  -0.364613E-24   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  93   0.165144E+01   0.639543E-24   0.187813E-25  -0.144490E-25   0.607660E-23   0.201214E-24  -0.154481E-24   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  94   0.168446E+01   0.638679E-24   0.188714E-25  -0.143277E-25   0.279332E-23   0.888326E-25  -0.686677E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  95   0.171815E+01   0.637816E-24   0.188500E-25  -0.143044E-25   0.138029E-23   0.426911E-25  -0.325628E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  96   0.175252E+01   0.636953E-24   0.186927E-25  -0.144024E-25   0.778314E-24   0.232641E-25  -0.178411E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  97   0.178757E+01   0.635970E-24   0.186639E-25  -0.143801E-25   0.635952E-24   0.186764E-25  -0.143674E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  98   0.182332E+01   0.634864E-24   0.186439E-25  -0.143433E-25   0.634859E-24   0.186443E-25  -0.143427E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
  99   0.185979E+01   0.633761E-24   0.185547E-25  -0.144272E-25   0.633701E-24   0.186103E-25  -0.143165E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 100   0.189698E+01   0.632416E-24   0.186904E-25  -0.141833E-25   0.632419E-24   0.186802E-25  -0.141932E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 101   0.193492E+01   0.631195E-24   0.185938E-25  -0.143648E-25   0.631143E-24   0.186343E-25  -0.142691E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 102   0.197362E+01   0.629733E-24   0.186029E-25  -0.142273E-25   0.629732E-24   0.185926E-25  -0.142371E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 103   0.201309E+01   0.628274E-24   0.185078E-25  -0.142983E-25   0.628223E-24   0.185480E-25  -0.142030E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 104   0.205335E+01   0.626698E-24   0.183753E-25  -0.141861E-25   0.626665E-24   0.185128E-25  -0.141576E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 105   0.209442E+01   0.625005E-24   0.184074E-25  -0.142278E-25   0.624950E-24   0.184514E-25  -0.141290E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 106   0.213631E+01   0.623196E-24   0.183582E-25  -0.141827E-25   0.623145E-24   0.183981E-25  -0.140882E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 107   0.234994E+01   0.612214E-24   0.181416E-25  -0.139328E-25   0.612151E-24   0.181402E-25  -0.139309E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 108   0.258493E+01   0.593231E-24   0.177745E-25  -0.135120E-25   0.593268E-24   0.177296E-25  -0.136026E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 109   0.284343E+01   0.561769E-24   0.168852E-25  -0.130671E-25   0.561665E-24   0.170403E-25  -0.130147E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 110   0.312777E+01   0.517676E-24   0.158552E-25  -0.121237E-25   0.517692E-24   0.158531E-25  -0.121266E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 111   0.344055E+01   0.468276E-24   0.143953E-25  -0.110533E-25   0.468289E-24   0.143629E-25  -0.110848E-25   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 112   0.378460E+01   0.426629E-24   0.129893E-25  -0.999422E-26   0.426643E-24   0.129930E-25  -0.999145E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 113   0.416306E+01   0.398575E-24   0.120549E-25  -0.920518E-26   0.398574E-24   0.120177E-25  -0.916948E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 114   0.457937E+01   0.380585E-24   0.114107E-25  -0.866140E-26   0.380616E-24   0.113746E-25  -0.872687E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 115   0.503730E+01   0.368215E-24   0.109585E-25  -0.839603E-26   0.368231E-24   0.109120E-25  -0.837995E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 116   0.554103E+01   0.359010E-24   0.106385E-25  -0.817040E-26   0.359035E-24   0.106333E-25  -0.817659E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 117   0.609514E+01   0.352003E-24   0.104308E-25  -0.801093E-26   0.352027E-24   0.104257E-25  -0.801700E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 118   0.670465E+01   0.346604E-24   0.102390E-25  -0.783070E-26   0.346603E-24   0.102333E-25  -0.783610E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 119   0.737512E+01   0.342410E-24   0.100862E-25  -0.771103E-26   0.342437E-24   0.100565E-25  -0.773630E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 120   0.811263E+01   0.339183E-24   0.993250E-26  -0.771916E-26   0.339153E-24   0.996009E-26  -0.766210E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 121   0.892389E+01   0.336571E-24   0.988400E-26  -0.760404E-26   0.336568E-24   0.988420E-26  -0.760372E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 122   0.981628E+01   0.334496E-24   0.982307E-26  -0.755716E-26   0.334494E-24   0.982326E-26  -0.755685E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
 123   0.107979E+02   0.332820E-24   0.977384E-26  -0.751929E-26   0.332817E-24   0.977403E-26  -0.751897E-26   0.100000E+01   0.000000E+00   0.000000E+00   0.100000E+01   0.000000E+00   0.000000E+00
