# Distribution of neutrino fluxes in the GS98 standard solar model model.
# 
# arxiv:0909.2668
#
# The cumulative neutrino fluxes from Table 3 of GS98 are given in the row below.
# 
# 5.97E+00 1.41E-02 7.91E-07 5.08E-01 5.88E-04 2.82E-02 2.09E-02 5.65E-04 
#
# 
# Columns in the Table below represent:
#
# 1) Radius of the zone in units of one solar radius
# 2) Temperature in units of 10^6 deg (K)
# 3) Logarithm (to the base 10) of the electron density in units of
#   cm^{-3}/N_A, where N_A is the Avogadro number
# 4) Mass of the zone with the given radius in units of one solar mass 
# 5) Fraction of pp neutrinos produced in the zone 
# 6) Fraction of pep neutrinos produced in the zone
# 7) Fraction of hep neutrinos produced in the zone
# 8) Fraction of beryllium 7 neutrinos produced in the zone
# 9) Fraction of boron 8 neutrinos produced in the zone
# 10) Fraction of nitrogen 13 neutrinos produced in the zone
# 11) Fraction of oxygen 15 neutrinos produced in the zone
# 12) Fraction of florine 17 neutrinos produced in the zone

0.0400 15.142 1.976  2.28695910e-04  2.913055e+00  4.270242e+00  1.400881e+00  1.029401e+01  1.797584e+01  1.185017e+01  1.601744e+01  1.699709e+01  
0.0405 15.130 1.975  2.34643795e-04  2.976482e+00  4.355574e+00  1.436480e+00  1.043391e+01  1.805654e+01  1.192368e+01  1.611681e+01  1.708429e+01  
0.0410 15.118 1.974  2.38637703e-04  3.040196e+00  4.440939e+00  1.472483e+00  1.057092e+01  1.812743e+01  1.199144e+01  1.620840e+01  1.716269e+01  
0.0415 15.105 1.973  2.44633634e-04  3.104184e+00  4.526312e+00  1.508887e+00  1.070501e+01  1.818859e+01  1.205358e+01  1.629242e+01  1.723254e+01  
0.0420 15.093 1.972  2.50840483e-04  3.168430e+00  4.611664e+00  1.545688e+00  1.083606e+01  1.823996e+01  1.210991e+01  1.636857e+01  1.729351e+01  
0.0425 15.080 1.971  2.53734549e-04  3.232907e+00  4.696952e+00  1.582880e+00  1.096399e+01  1.828166e+01  1.216055e+01  1.643703e+01  1.734584e+01  
0.0430 15.067 1.970  2.60876719e-04  3.297607e+00  4.782162e+00  1.620457e+00  1.108879e+01  1.831379e+01  1.220565e+01  1.649800e+01  1.738980e+01  
0.0435 15.054 1.969  2.65603344e-04  3.362504e+00  4.867250e+00  1.658415e+00  1.121034e+01  1.833633e+01  1.224504e+01  1.655125e+01  1.742511e+01  
0.0440 15.041 1.969  2.72238106e-04  3.427586e+00  4.952192e+00  1.696749e+00  1.132856e+01  1.834936e+01  1.227870e+01  1.659677e+01  1.745177e+01  
0.0445 15.028 1.968  2.76625069e-04  3.492827e+00  5.036947e+00  1.735451e+00  1.144341e+01  1.835302e+01  1.230678e+01  1.663473e+01  1.747005e+01  
0.0450 15.015 1.967  2.80713231e-04  3.558207e+00  5.121486e+00  1.774513e+00  1.155484e+01  1.834746e+01  1.232940e+01  1.666532e+01  1.748017e+01  
0.0455 15.002 1.966  2.87915847e-04  3.623714e+00  5.205787e+00  1.813932e+00  1.166281e+01  1.833277e+01  1.234662e+01  1.668862e+01  1.748224e+01  
0.0460 14.988 1.965  2.92730344e-04  3.689326e+00  5.289813e+00  1.853699e+00  1.176723e+01  1.830905e+01  1.235837e+01  1.670452e+01  1.747616e+01  
0.0465 14.975 1.964  2.98805369e-04  3.755024e+00  5.373536e+00  1.893811e+00  1.186808e+01  1.827646e+01  1.236476e+01  1.671317e+01  1.746212e+01  
0.0470 14.961 1.963  3.06005611e-04  3.820795e+00  5.456930e+00  1.934261e+00  1.196528e+01  1.823503e+01  1.236561e+01  1.671435e+01  1.743984e+01  
0.0475 14.948 1.962  3.08277198e-04  3.886608e+00  5.539953e+00  1.975038e+00  1.205883e+01  1.818514e+01  1.236140e+01  1.670868e+01  1.741015e+01  
0.0480 14.934 1.961  3.15910636e-04  3.952453e+00  5.622589e+00  2.016138e+00  1.214868e+01  1.812683e+01  1.235205e+01  1.669606e+01  1.737291e+01  
0.0485 14.920 1.960  3.20231870e-04  4.018307e+00  5.704801e+00  2.057552e+00  1.223480e+01  1.806030e+01  1.233761e+01  1.667656e+01  1.732821e+01  
0.0490 14.906 1.959  3.27691717e-04  4.084157e+00  5.786569e+00  2.099275e+00  1.231717e+01  1.798571e+01  1.231818e+01  1.665032e+01  1.727625e+01  
0.0495 14.892 1.958  3.32817827e-04  4.149979e+00  5.867855e+00  2.141299e+00  1.239572e+01  1.790324e+01  1.229372e+01  1.661729e+01  1.721696e+01  
0.0500 14.877 1.957  3.39025684e-04  4.215757e+00  5.948636e+00  2.183617e+00  1.247044e+01  1.781305e+01  1.226435e+01  1.657761e+01  1.715053e+01  
0.0505 14.863 1.956  3.42401085e-04  4.281465e+00  6.028876e+00  2.226216e+00  1.254134e+01  1.771550e+01  1.223037e+01  1.653171e+01  1.707751e+01  
0.0510 14.849 1.955  3.49705343e-04  4.347093e+00  6.108562e+00  2.269092e+00  1.260843e+01  1.761071e+01  1.219188e+01  1.647971e+01  1.699803e+01  
0.0515 14.834 1.954  3.56910139e-04  4.412622e+00  6.187662e+00  2.312239e+00  1.267162e+01  1.749880e+01  1.214870e+01  1.642137e+01  1.691182e+01  
0.0520 14.820 1.953  3.60763775e-04  4.478027e+00  6.266144e+00  2.355645e+00  1.273095e+01  1.738012e+01  1.210118e+01  1.635718e+01  1.681948e+01  
0.0525 14.805 1.952  3.66114425e-04  4.543289e+00  6.343978e+00  2.399300e+00  1.278641e+01  1.725490e+01  1.204939e+01  1.628719e+01  1.672110e+01  
0.0530 14.790 1.951  3.75879374e-04  4.608408e+00  6.421164e+00  2.443207e+00  1.283796e+01  1.712309e+01  1.199319e+01  1.621127e+01  1.661649e+01  
0.0535 14.775 1.950  3.76488879e-04  4.673332e+00  6.497632e+00  2.487339e+00  1.288564e+01  1.698537e+01  1.193303e+01  1.612997e+01  1.650638e+01  
0.0540 14.760 1.949  3.87019760e-04  4.738078e+00  6.573404e+00  2.531704e+00  1.292944e+01  1.684155e+01  1.186878e+01  1.604317e+01  1.639059e+01  
0.0545 14.745 1.948  3.88645070e-04  4.802596e+00  6.648415e+00  2.576278e+00  1.296939e+01  1.669226e+01  1.180080e+01  1.595131e+01  1.626966e+01  
0.0550 14.730 1.947  3.97652699e-04  4.866893e+00  6.722676e+00  2.621064e+00  1.300550e+01  1.653744e+01  1.172905e+01  1.585436e+01  1.614355e+01  
0.0555 14.714 1.946  4.00965929e-04  4.930934e+00  6.796137e+00  2.666045e+00  1.303776e+01  1.637752e+01  1.165368e+01  1.575253e+01  1.601252e+01  
0.0560 14.699 1.944  4.10556144e-04  4.994716e+00  6.868795e+00  2.711220e+00  1.306619e+01  1.621253e+01  1.157469e+01  1.564580e+01  1.587656e+01  
0.0565 14.684 1.943  4.12464129e-04  5.058205e+00  6.940607e+00  2.756568e+00  1.309083e+01  1.604296e+01  1.149241e+01  1.553462e+01  1.573622e+01  
0.0570 14.668 1.942  4.21272677e-04  5.121396e+00  7.011568e+00  2.802088e+00  1.311169e+01  1.586888e+01  1.140687e+01  1.541904e+01  1.559154e+01  
0.0575 14.653 1.941  4.26145945e-04  5.184266e+00  7.081648e+00  2.847768e+00  1.312879e+01  1.569058e+01  1.131822e+01  1.529925e+01  1.544277e+01  
0.0580 14.637 1.940  4.31130011e-04  5.246796e+00  7.150825e+00  2.893596e+00  1.314218e+01  1.550835e+01  1.122661e+01  1.517545e+01  1.529013e+01  
0.0585 14.621 1.939  4.38247554e-04  5.308973e+00  7.219084e+00  2.939566e+00  1.315187e+01  1.532237e+01  1.113212e+01  1.504778e+01  1.513378e+01  
0.0590 14.605 1.938  4.45882194e-04  5.370782e+00  7.286403e+00  2.985669e+00  1.315787e+01  1.513280e+01  1.103476e+01  1.491622e+01  1.497373e+01  
0.0595 14.589 1.937  4.49399481e-04  5.432200e+00  7.352758e+00  3.031890e+00  1.316026e+01  1.494004e+01  1.093486e+01  1.478124e+01  1.481051e+01  
0.0600 14.573 1.936  4.57217557e-04  5.493214e+00  7.418134e+00  3.078223e+00  1.315905e+01  1.474420e+01  1.083241e+01  1.464280e+01  1.464409e+01  
0.0605 14.557 1.934  4.61832526e-04  5.553805e+00  7.482510e+00  3.124656e+00  1.315429e+01  1.454559e+01  1.072760e+01  1.450118e+01  1.447480e+01  
0.0610 14.541 1.933  4.69683066e-04  5.613963e+00  7.545872e+00  3.171183e+00  1.314598e+01  1.434433e+01  1.062043e+01  1.435636e+01  1.430262e+01  
0.0615 14.525 1.932  4.75326537e-04  5.673665e+00  7.608194e+00  3.217789e+00  1.313420e+01  1.414073e+01  1.051107e+01  1.420858e+01  1.412781e+01  
0.0620 14.508 1.931  4.79376840e-04  5.732894e+00  7.669463e+00  3.264463e+00  1.311901e+01  1.393506e+01  1.039975e+01  1.405817e+01  1.395075e+01  
0.0625 14.492 1.930  4.85983966e-04  5.791639e+00  7.729666e+00  3.311197e+00  1.310046e+01  1.372750e+01  1.028655e+01  1.390521e+01  1.377155e+01  
0.0630 14.475 1.929  4.92950885e-04  5.849885e+00  7.788787e+00  3.357980e+00  1.307858e+01  1.351823e+01  1.017156e+01  1.374981e+01  1.359033e+01  
0.0635 14.459 1.927  4.98894663e-04  5.907616e+00  7.846809e+00  3.404803e+00  1.305343e+01  1.330749e+01  1.005490e+01  1.359218e+01  1.340731e+01  
0.0640 14.442 1.926  5.06096443e-04  5.964818e+00  7.903718e+00  3.451657e+00  1.302504e+01  1.309545e+01  9.936622e+00  1.343236e+01  1.322257e+01  
0.0645 14.425 1.925  5.10928194e-04  6.021472e+00  7.959496e+00  3.498526e+00  1.299348e+01  1.288237e+01  9.816925e+00  1.327062e+01  1.303639e+01  
0.0650 14.409 1.924  5.16525613e-04  6.077566e+00  8.014133e+00  3.545403e+00  1.295883e+01  1.266845e+01  9.695919e+00  1.310711e+01  1.284895e+01  
0.0655 14.392 1.923  5.23040470e-04  6.133087e+00  8.067616e+00  3.592278e+00  1.292112e+01  1.245385e+01  9.573700e+00  1.294196e+01  1.266040e+01  
0.0660 14.375 1.921  5.30617200e-04  6.188023e+00  8.119934e+00  3.639142e+00  1.288040e+01  1.223873e+01  9.450328e+00  1.277525e+01  1.247081e+01  
0.0665 14.358 1.920  5.36152698e-04  6.242357e+00  8.171070e+00  3.685981e+00  1.283673e+01  1.202331e+01  9.325931e+00  1.260716e+01  1.228039e+01  
0.0670 14.341 1.919  5.40190215e-04  6.296072e+00  8.221013e+00  3.732784e+00  1.279022e+01  1.180784e+01  9.200692e+00  1.243793e+01  1.208941e+01  
0.0675 14.324 1.918  5.47756997e-04  6.349162e+00  8.269760e+00  3.779544e+00  1.274090e+01  1.159241e+01  9.074698e+00  1.226768e+01  1.189799e+01  
0.0680 14.307 1.917  5.55179807e-04  6.401612e+00  8.317294e+00  3.826249e+00  1.268881e+01  1.137718e+01  8.947961e+00  1.209642e+01  1.170614e+01  
0.0685 14.289 1.915  5.58763409e-04  6.453406e+00  8.363608e+00  3.872886e+00  1.263407e+01  1.116240e+01  8.820703e+00  1.192447e+01  1.151420e+01  
0.0690 14.272 1.914  5.67428515e-04  6.504539e+00  8.408694e+00  3.919451e+00  1.257668e+01  1.094812e+01  8.692904e+00  1.175178e+01  1.132213e+01  
0.0695 14.255 1.913  5.70903979e-04  6.554989e+00  8.452539e+00  3.965926e+00  1.251676e+01  1.073459e+01  8.564734e+00  1.157859e+01  1.113018e+01  
0.0700 14.237 1.912  5.78840474e-04  6.604754e+00  8.495140e+00  4.012306e+00  1.245435e+01  1.052189e+01  8.436275e+00  1.140501e+01  1.093846e+01  
0.0705 14.220 1.910  5.85260325e-04  6.653818e+00  8.536488e+00  4.058581e+00  1.238951e+01  1.031017e+01  8.307582e+00  1.123111e+01  1.074706e+01  
0.0710 14.202 1.909  5.89244910e-04  6.702167e+00  8.576575e+00  4.104734e+00  1.232234e+01  1.009962e+01  8.178794e+00  1.105709e+01  1.055616e+01  
0.0715 14.184 1.908  5.97201098e-04  6.749795e+00  8.615398e+00  4.150761e+00  1.225288e+01  9.890313e+00  8.049969e+00  1.088301e+01  1.036585e+01  
0.0720 14.167 1.907  6.01814630e-04  6.796690e+00  8.652949e+00  4.196649e+00  1.218122e+01  9.682423e+00  7.921242e+00  1.070907e+01  1.017632e+01  
