 anfw1      0.23520000E+00 0.20000000E+02 0.10000000E-04 0.20000000E+03
 aabg2      0.23520000E+00 0.20000000E+02 0.10000000E+01 0.30000000E+01 0.10000000E+01 0.10000000E-04 0.20000000E+03
 abur3      0.48720000E+00 0.20000000E+02 0.10000000E-04 0.20000000E+03
 aein4      0.55387285E-01 0.20000000E+02 0.18000000E+00 0.10000000E-04 0.20000000E+03
