# su gauss         1000 pg_dd (rev 1363)                                            
 0.82307119E+37 0.49889648E+37 0.99271728E+37 0.98677800E+37 0.11303013E+35 0.47140076E+33
 0.82726961E+37 0.50332688E+37 0.10014792E+38 0.98635964E+37 0.11372379E+35 0.47725341E+33
 0.83146051E+37 0.50777456E+37 0.10102739E+38 0.98587163E+37 0.11441505E+35 0.48315398E+33
 0.83564363E+37 0.51223924E+37 0.10191009E+38 0.98531410E+37 0.11510380E+35 0.48910256E+33
 0.83981870E+37 0.51672065E+37 0.10279597E+38 0.98468718E+37 0.11578993E+35 0.49509922E+33
 0.84398549E+37 0.52121848E+37 0.10368495E+38 0.98399105E+37 0.11647331E+35 0.50114404E+33
 0.84814374E+37 0.52573244E+37 0.10457698E+38 0.98322590E+37 0.11715384E+35 0.50723708E+33
 0.85229318E+37 0.53026224E+37 0.10547199E+38 0.98239191E+37 0.11783138E+35 0.51337840E+33
 0.85643357E+37 0.53480757E+37 0.10636993E+38 0.98148932E+37 0.11850583E+35 0.51956807E+33
 0.86056466E+37 0.53936812E+37 0.10727073E+38 0.98051836E+37 0.11917706E+35 0.52580613E+33
 0.86468619E+37 0.54394356E+37 0.10817432E+38 0.97947929E+37 0.11984496E+35 0.53209263E+33
 0.86879791E+37 0.54853358E+37 0.10908063E+38 0.97837239E+37 0.12050940E+35 0.53842761E+33
 0.87289956E+37 0.55313784E+37 0.10998960E+38 0.97719793E+37 0.12117026E+35 0.54481110E+33
 0.87699090E+37 0.55775602E+37 0.11090116E+38 0.97595623E+37 0.12182743E+35 0.55124313E+33
 0.88107167E+37 0.56238777E+37 0.11181524E+38 0.97464761E+37 0.12248079E+35 0.55772371E+33
 0.88514162E+37 0.56703275E+37 0.11273177E+38 0.97327242E+37 0.12313020E+35 0.56425287E+33
 0.88920050E+37 0.57169061E+37 0.11365067E+38 0.97183103E+37 0.12377556E+35 0.57083060E+33
 0.89324804E+37 0.57636099E+37 0.11457187E+38 0.97032376E+37 0.12441674E+35 0.57745691E+33
 0.89728402E+37 0.58104353E+37 0.11549529E+38 0.96875106E+37 0.12505362E+35 0.58413178E+33
 0.90130817E+37 0.58573787E+37 0.11642087E+38 0.96711332E+37 0.12568607E+35 0.59085523E+33
 0.90532024E+37 0.59044362E+37 0.11734853E+38 0.96541095E+37 0.12631399E+35 0.59762718E+33
 0.90931998E+37 0.59516042E+37 0.11827817E+38 0.96364440E+37 0.12693724E+35 0.60444763E+33
 0.91330713E+37 0.59988788E+37 0.11920974E+38 0.96181411E+37 0.12755570E+35 0.61131652E+33
 0.91728145E+37 0.60462562E+37 0.12014315E+38 0.95992056E+37 0.12816926E+35 0.61823382E+33
 0.92124269E+37 0.60937324E+37 0.12107832E+38 0.95796424E+37 0.12877780E+35 0.62519947E+33
 0.92519060E+37 0.61413036E+37 0.12201516E+38 0.95594563E+37 0.12938119E+35 0.63221339E+33
 0.92912492E+37 0.61889656E+37 0.12295360E+38 0.95386525E+37 0.12997931E+35 0.63927551E+33
 0.93304541E+37 0.62367143E+37 0.12389355E+38 0.95172364E+37 0.13057204E+35 0.64638575E+33
 0.93695181E+37 0.62845458E+37 0.12483492E+38 0.94952132E+37 0.13115927E+35 0.65354400E+33
 0.94084387E+37 0.63324558E+37 0.12577764E+38 0.94725885E+37 0.13174088E+35 0.66075017E+33
 0.94472166E+37 0.63804433E+37 0.12672167E+38 0.94493680E+37 0.13231675E+35 0.66800413E+33
 0.94858426E+37 0.64284974E+37 0.12766681E+38 0.94255575E+37 0.13288675E+35 0.67530575E+33
 0.95243181E+37 0.64766176E+37 0.12861303E+38 0.94011629E+37 0.13345078E+35 0.68265491E+33
 0.95626401E+37 0.65247992E+37 0.12956024E+38 0.93761902E+37 0.13400871E+35 0.69005145E+33
 0.96008062E+37 0.65730379E+37 0.13050836E+38 0.93506457E+37 0.13456043E+35 0.69749522E+33
 0.96388139E+37 0.66213293E+37 0.13145728E+38 0.93245355E+37 0.13510583E+35 0.70498604E+33
