# su gauss         1000 pg_dd                                             
 0.82498358E+37 0.50074623E+37 0.99612168E+37 0.98677801E+37 0.11303082E+35 0.47140076E+33
 0.82919960E+37 0.50520129E+37 0.10049232E+38 0.98635965E+37 0.11372449E+35 0.47725341E+33
 0.83340818E+37 0.50967388E+37 0.10137578E+38 0.98587164E+37 0.11441577E+35 0.48315398E+33
 0.83760908E+37 0.51416371E+37 0.10226251E+38 0.98531411E+37 0.11510453E+35 0.48910256E+33
 0.84180202E+37 0.51867052E+37 0.10315244E+38 0.98468719E+37 0.11579067E+35 0.49509922E+33
 0.84598677E+37 0.52319400E+37 0.10404552E+38 0.98399106E+37 0.11647407E+35 0.50114404E+33
 0.85016305E+37 0.52773386E+37 0.10494167E+38 0.98322591E+37 0.11715461E+35 0.50723708E+33
 0.85433063E+37 0.53228981E+37 0.10584085E+38 0.98239192E+37 0.11783217E+35 0.51337840E+33
 0.85848924E+37 0.53686153E+37 0.10674298E+38 0.98148933E+37 0.11850663E+35 0.51956807E+33
 0.86263863E+37 0.54144873E+37 0.10764800E+38 0.98051838E+37 0.11917788E+35 0.52580613E+33
 0.86677855E+37 0.54605107E+37 0.10855585E+38 0.97947931E+37 0.11984579E+35 0.53209263E+33
 0.87090875E+37 0.55066824E+37 0.10946646E+38 0.97837240E+37 0.12051025E+35 0.53842761E+33
 0.87502896E+37 0.55529992E+37 0.11037976E+38 0.97719794E+37 0.12117113E+35 0.54481110E+33
 0.87913895E+37 0.55994576E+37 0.11129568E+38 0.97595624E+37 0.12182832E+35 0.55124313E+33
 0.88323845E+37 0.56460542E+37 0.11221416E+38 0.97464763E+37 0.12248169E+35 0.55772371E+33
 0.88732721E+37 0.56927857E+37 0.11313511E+38 0.97327244E+37 0.12313112E+35 0.56425287E+33
 0.89140498E+37 0.57396486E+37 0.11405848E+38 0.97183104E+37 0.12377649E+35 0.57083060E+33
 0.89547150E+37 0.57866392E+37 0.11498418E+38 0.97032378E+37 0.12441769E+35 0.57745691E+33
 0.89952654E+37 0.58337541E+37 0.11591214E+38 0.96875108E+37 0.12505458E+35 0.58413178E+33
 0.90356983E+37 0.58809894E+37 0.11684228E+38 0.96711333E+37 0.12568706E+35 0.59085523E+33
 0.90760112E+37 0.59283415E+37 0.11777454E+38 0.96541096E+37 0.12631499E+35 0.59762718E+33
 0.91162016E+37 0.59758067E+37 0.11870882E+38 0.96364442E+37 0.12693826E+35 0.60444763E+33
 0.91562669E+37 0.60233810E+37 0.11964506E+38 0.96181412E+37 0.12755674E+35 0.61131652E+33
